Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
PRADEEP KUMAR SINGH,Internal,EE S P CHAUDHARY,Pradeep Kumar Singh,01-Nov-2025 06:30 PM,03-Nov-2025 01:00 PM,techsummary_1985592.pdf (218.06 KB),26-Dec-2025,"INR 187,219.95",21.0,Pradeep Kumar Singh,26-Dec-2025 05:45 PM,piprahatasilt2025.pdf (415.00 KB),AOC,Technical,all bid accepted,Pradeep Kumar Singh,01-Nov-2025 06:27 PM,technical_1985592.pdf,1.0,5633432.0,SARVESH KUMAR,INR,"187,219.95",Finance,all bid admitted,Pradeep Kumar Singh,26-Dec-2025 05:39 PM,,BOQ Comparative Chart,PRADEEP KUMAR SINGH,Internal,EESPCHAUDHARY AND DIV ACCOUNTANT,Pradeep Kumar Singh,26-Dec-2025 05:42 PM,finsummary_1985592.pdf (415.19 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",2025_UPIDC_1083775_12,03/EE/2025-26,Scraping Of Bed and side slope with jungle clearance of Piprahata mr First from km 0.000 to 1.635 and Piprahata Mr second From km 0.000 to 1.700 and Osa Mr from km 0.000 to 3.400 Bairi Mr From km 0.000 to 1.900,1,5633674,KAMAL CONSTRUCTION,28-Oct-2025 12:19 AM,Rejected-AOC,3rd,26-Dec-2025 05:45 PM,AOC,Scraping Of Bed and side slope with jungle clearance of Piprahata mr First from km 0.000 to 1.635 and Piprahata Mr second From km 0.000 to 1.700 and Osa Mr from km 0.000 to 3.400 Bairi Mr From km 0.000 to 1.900,Scraping Of Bed and side slope with jungle clearance of Piprahata mr First from km 0.000 to 1.635 and Piprahata Mr second From km 0.000 to 1.700 and Osa Mr from km 0.000 to 3.400 Bairi Mr From km 0.000 to 1.900,Please refer Tender documents. ,NA ,"2,07,000",Civil Works - Canal,NA ,Rate Contract,90.0,21.0,PRAYAGRAJ,211001.0,NA ,NA ,NA ,PRAYAGRAJ,No ,No,1.0,SBI Bank,589.0,Nil,Nil,No,EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,1.0,Fee/PreQual/Technical,.pdf,NIT,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",03/EE/2025-26,2025_UPIDC_1083775_12,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,18-Oct-2025 12:00 PM,28-Oct-2025 11:00 AM,18-Oct-2025 12:00 PM,28-Oct-2025 11:00 AM,NA ,NA ,18-Oct-2025 12:00 PM,28-Oct-2025 11:00 AM,03-Nov-2025 01:00 PM,"4,140",Yes,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5633747,MAA ENTERPRISES,28-Oct-2025 01:05 AM,Rejected-AOC,2nd,26-Dec-2025 05:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5633432,SARVESH KUMAR,27-Oct-2025 08:53 PM,Accepted-AOC,1st,26-Dec-2025 05:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
