Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,e-Document,265.0,Nil,Nil,No,24-Oct-2025 10:00 AM,01-Nov-2025 11:30 AM,24-Oct-2025 10:30 AM,31-Oct-2025 05:00 PM,NA ,NA ,24-Oct-2025 10:30 AM,31-Oct-2025 05:00 PM,11-Nov-2025 02:00 PM,EXECTIVE ENGINEER,EXECTIVE ENGINEER Sharda Sahayak Khand 32 Azamgarh,"81,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,Earth Work in Silt Clearance/Scraping of Indara Dy. from Km. 20.100 to Km. 34.500,Earth Work in Silt Clearance/Scraping,Please refer Tender documents. ,NA ,"8,10,000",Civil Works,NA ,Tender,90.0,15.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",03/E.E./2025-26,2025_UPIDC_1084482_15,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,5641596.0,AVICHAL SINGH,INR,"648,573.69",Finance,all Admitted,Harshendra Gupta,27-Nov-2025 06:40 PM,,BOQ Comparative Chart,H. Gupta,Internal,,Harshendra Gupta,06-Dec-2025 12:13 PM,finsummary_1987663.pdf (19.53 KB),1,5641596,AVICHAL SINGH,31-Oct-2025 02:43 PM,Accepted-AOC,L1,06-Dec-2025 12:27 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",2025_UPIDC_1084482_15,03/E.E./2025-26,Earth Work in Silt Clearance/Scraping of Indara Dy. from Km. 20.100 to Km. 34.500,H. Gupta,Internal,,Harshendra Gupta,09-Nov-2025 01:51 PM,11-Nov-2025 02:00 PM,techsummary_1987663.pdf (529.21 KB),06-Dec-2025,"INR 810,000",15.0,Harshendra Gupta,06-Dec-2025 12:17 PM,15.pdf (356.00 KB),Technical,1 Not Admitted and 3 Admitted,Harshendra Gupta,08-Nov-2025 04:35 PM,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5641604,Ms A S Construction,31-Oct-2025 02:52 PM,Rejected-AOC,L3,06-Dec-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5640002,M/S BHARAT TIWARI,31-Oct-2025 01:15 PM,Rejected-AOC,L2,06-Dec-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5640167,M/s Shanti Enterprises,30-Oct-2025 05:02 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Nov-2025 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
