Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
11-Dec-2025,"INR 1,213,122.59",90.0,MANVENDRA SINGH,11-Dec-2025 05:40 PM,procwork.pdf (339.00 KB),1.0,5661362.0,SHIVAM TRADERS,INR,"1,213,122.59",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad||Unit-3 Varanasi,2025_UPPRC_1088069_1,08/UPPCL/PM-3/VNS/2025-26,"Interlocking Work at Miyavaki Van at V.B.S.P.University, Jaunpur, District-Jaunpur. (U.P.)",1,5661424,PIYUSH KUMAR SINGH CONTRACTOR,10-Nov-2025 12:34 PM,Rejected-AOC,L2,11-Dec-2025 05:40 PM,Technical,Enclosed,MANVENDRA SINGH,14-Nov-2025 03:55 PM,technical_1996114.pdf,Project Manager Unit-3,Internal,"Project Manager Unit-3, Project Manager Unit-19, Accountant",MANVENDRA SINGH,11-Dec-2025 05:31 PM,finsummary_1996114.pdf (435.33 KB),Finance,Enclosed,MANVENDRA SINGH,11-Dec-2025 05:27 PM,finance_1996114.pdf,BOQ Comparative Chart,Project Manager Unit-3,Internal,"Project Manager Unit-3, Project Manager Unit-19, Accountant",MANVENDRA SINGH,14-Nov-2025 03:58 PM,14-Nov-2025 04:00 PM,techsummary_1996114.pdf (2054.92 KB),AOC,03-Nov-2025 05:00 PM,10-Nov-2025 04:00 PM,03-Nov-2025 05:00 PM,10-Nov-2025 02:00 PM,NA ,NA ,03-Nov-2025 05:00 PM,10-Nov-2025 02:00 PM,14-Nov-2025 04:00 PM,Project Manager Unit-3,"Project Manager, Unit-3 U.P. Project Corporation Ltd D.59/105-59A, Chandrika Nagar Colony, Sigra, Varanasi (9457577945)",1,Fee/PreQual/Technical,.pdf,BID Document,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad||Unit-3 Varanasi,08/UPPCL/PM-3/VNS/2025-26,2025_UPPRC_1088069_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"25,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"5,900",Nil,Nil,No,"Interlocking Work at Miyavaki Van at V.B.S.P.University, Jaunpur, District-Jaunpur. (U.P.)","Interlocking Work at Miyavaki Van at V.B.S.P.University, Jaunpur, District-Jaunpur. (U.P.)",As per BID Document ,NA ,"12,14,000",Civil Works,NA ,Tender,90.0,NA ,"V.B.S.P.University, Jaunpur, District-Jaunpur. (U",222001.0,NA ,NA ,NA ,Vanarasi,No ,No,AOC
,,,,,,,,,,,,,,,2,5661362,SHIVAM TRADERS,08-Nov-2025 06:34 PM,Accepted-AOC,Accepted,11-Dec-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
