Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Construction of Staff quarter in pump canal compound,Construction of Staff quarter in pump canal compound,please refer tender documents. ,NA ,"5,38,623",Civil Works,NA ,Tender,60.0,45.0,Lakhanpur Pump Canal,212306.0,NA ,NA ,NA ,EE/MLCD/Prayagraj,No ,No,EE/MLCD/Prayagraj,EE/MLCD/Prayagraj,1.0,Fee/PreQual/Technical,.pdf,Dtocumen,1.0,SBI Bank,27-Oct-2025 06:35 PM,04-Nov-2025 03:00 PM,28-Oct-2025 10:00 AM,03-Nov-2025 06:00 PM,NA ,NA ,28-Oct-2025 10:00 AM,03-Nov-2025 06:00 PM,13-Nov-2025 12:20 PM,766.0,Nil,Nil,No,"10,772",No,fixed,,Nil,Nil,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Allahabad||Executive Engineer MLCD Allahabad,05/EE/MLCD/2025-26,2025_UPIDM_1078277_14,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,AOC,1.0,5647314.0,M/S SHIVAM CONSTRUCTION,INR,"467,754.7",Shashteshwer Nath,Internal,Nandlal,SHASHTESHWAR NATH,18-Nov-2025 12:18 PM,finsummary_1990961.pdf (4410.83 KB),Finance,2 bids admitted for Financial Evaluation,SHASHTESHWAR NATH,13-Nov-2025 12:42 PM,,BOQ Comparative Chart,1,5649108,M/S RAM ASAREY PATEL,03-Nov-2025 05:23 PM,Rejected-AOC,L2,24-Dec-2025 04:47 PM,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Allahabad||Executive Engineer MLCD Allahabad,2025_UPIDM_1078277_14,05/EE/MLCD/2025-26,Construction of Staff quarter in pump canal compound,Shashteshwer Nath,Internal,Nandlal,SHASHTESHWAR NATH,12-Nov-2025 12:13 PM,13-Nov-2025 12:20 PM,techsummary_1990961.pdf (417.70 KB),22-Dec-2025,"INR 538,623",90.0,SHASHTESHWAR NATH,24-Dec-2025 04:47 PM,shivam11.pdf (386.00 KB),Aoc,Technical,03 bids admitted for technical evaluation,SHASHTESHWAR NATH,04-Nov-2025 03:34 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,NIVIDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5647314,M/S SHIVAM CONSTRUCTION,03-Nov-2025 04:30 PM,Accepted-AOC,L1,24-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5639480,Shyam Sunder,30-Oct-2025 01:09 PM,Rejected-Technical,Up Electronics Corporation Limited Registration not enclosed at the time of opening of technical bids,12-Nov-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
