EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"5,000",No,fixed,,Nil,Nil,LOT 16 SILT CLEARANCE/SCRAPPING OF SHERGARH MINOR FROM KM. 1.000 TO KM. 9.320 FOR THE YEAR 2025-26,LOT 16 SILT CLEARANCE/SCRAPPING OF SHERGARH MINOR FROM KM. 1.000 TO KM. 9.320 FOR THE YEAR 2025-26,AS PER NIT ,NA ,"2,50,000",Civil Works,NA ,Tender,90.0,15.0,DHAMPUR,246761.0,NA ,NA ,NA ,DHAMPUR,No ,No,1,Fee/PreQual/Technical,.pdf,NIT,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",03/EEAID/2025-26,2025_UPIDC_1079237_47,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,16-Oct-2025 01:00 PM,21-Oct-2025 01:30 PM,16-Oct-2025 01:00 PM,21-Oct-2025 01:00 PM,NA ,NA ,16-Oct-2025 01:00 PM,21-Oct-2025 01:00 PM,30-Oct-2025 09:00 AM,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,89.0,Nil,Nil,No,AOC,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,02-Nov-2025 09:57 PM,finsummary_1983958.pdf (476.17 KB),Finance,Summary,avadhesh kumar sharma,02-Nov-2025 09:55 PM,,BOQ Comparative Chart,1.0,5620725.0,KAUSHIK CONSTRUCTION AND SUPPLIERS,INR,"245,245.7",1.0,5620725.0,KAUSHIK CONSTRUCTION AND SUPPLIERS,21-Oct-2025 08:59 AM,Accepted-AOC,accepted,25-Dec-2025 01:59 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2025_UPIDC_1079237_47,03/EEAID/2025-26,LOT 16 SILT CLEARANCE/SCRAPPING OF SHERGARH MINOR FROM KM. 1.000 TO KM. 9.320 FOR THE YEAR 2025-26,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,29-Oct-2025 10:28 PM,30-Oct-2025 09:00 AM,techsummary_1983958.pdf (231.79 KB),03-Nov-2025,"INR 245,245.7",15.0,avadhesh kumar sharma,25-Dec-2025 01:59 PM,38.pdf (440.00 KB),Ag.No. 38/EE/2025-26 DATE 01.11.2025 M/S KAUSHIK CONSTRUCTION AND SUPPLIERS,Technical,Summary,avadhesh kumar sharma,24-Oct-2025 03:32 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
