S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,"2,354",Nil,Nil,No,EXECUTIVE ENGINEER,"EXECUTIVE ENGINEER, LUCKNOW DIVISION SHARDA NAHAR","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",11/EE/2025-26,2025_UPIDC_1084107_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,03-Nov-2025 09:00 AM,08-Nov-2025 11:30 AM,03-Nov-2025 09:00 AM,08-Nov-2025 11:00 AM,NA ,NA ,03-Nov-2025 09:00 AM,08-Nov-2025 11:00 AM,17-Nov-2025 10:00 AM,Providing and Fixing of expansion joint system of Sinchai Vikas Bhawan at canal colony cant road Lucknow.(Lot-05),Providing and Fixing of expansion joint system of Sinchai Vikas Bhawan at canal colony cant road Lucknow.(Lot-05),Please refer Tender documents. ,NA ,"31,61,000",Civil Works - Buildings,NA ,Rate Contract,90.0,180.0,Canal Colony Catt Road Lucknow,226001.0,NA ,NA ,NA ,"EXECUTIVE ENGINEER, LUCKNOW DIVISION SHARDA NAHAR,",No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"63,220",Yes,percentage,2.0%,Nil,Nil,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1084107_10,11/EE/2025-26,Providing and Fixing of expansion joint system of Sinchai Vikas Bhawan at canal colony cant road Lucknow.(Lot-05),1,5661823,Delight Construction,07-Nov-2025 08:29 PM,Rejected-Finance,L2,17-Dec-2025 12:56 PM,Finance,L1 is M/S M. K. CONSTRUCTION,Mukesh Kumar Vaish,17-Nov-2025 03:31 PM,finance_1995517.pdf,BOQ Comparative Chart,Mukesh Kumar Vaish,Internal,"Committee Chairperson/Co-ordinater Mukesh Kumar Vaish, Members NAVNEET KUMAR Executive Engineer, Members RAJEEV KUMAR Executive Engineer, Members ANIRUDDH KUMAR SINHA D.A.O.",Mukesh Kumar Vaish,17-Dec-2025 12:56 PM,finsummary_1995517.pdf (211.05 KB),1.0,5661700.0,M/S M. K. CONSTRUCTION,INR,"3,095,173.15",Mukesh Kumar Vaish,Internal,"Committee Members Navneet kumar Executive Engineer , Aniruddh kumar Sinha D.A.O.",Mukesh Kumar Vaish,13-Nov-2025 06:48 PM,17-Nov-2025 10:00 AM,techsummary_1995517.pdf (207.79 KB),Technical,TECHNICAL SUMMARY,Mukesh Kumar Vaish,13-Nov-2025 06:42 PM,technical_1995517.pdf,17-Dec-2025,"INR 3,095,173.15",180.0,Mukesh Kumar Vaish,17-Dec-2025 05:47 PM,AOC25NIT11LOT05.pdf (1876.00 KB),1st lowest,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID DOCUMENT,,,,,,,AOC,,,,,2,5661974,M/S ASHOKA ENTERPRISES,08-Nov-2025 09:39 AM,Rejected-Technical,OLD BID CAPACITY AND NOT AS PER NIT CLAUSE 17(XI),13-Nov-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,3,5661700,M/S M. K. CONSTRUCTION,07-Nov-2025 08:51 PM,Accepted-AOC,1st lowest,17-Dec-2025 05:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
