Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
02-Dec-2025,"INR 16,901,663.88",270.0,bhanu pratap singh,11-Dec-2025 03:51 PM,03AocLot04.pdf (280.00 KB),AOC,1.0,5650699.0,PRECISE POWER PROJECTS PRIVATE LIMITED,INR,"16,901,663.88","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow",2025_UPIDC_1086737_4,03/SE-VII/2025-26,AS PER TENDER NOTICE-03 LOT 04,1,5650250,bsa construction,03-Nov-2025 08:50 PM,Rejected-Finance,L2,14-Nov-2025 01:17 PM,Finance,Summary Uploaded,bhanu pratap singh,14-Nov-2025 01:12 PM,finance_1992990.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,,bhanu pratap singh,10-Nov-2025 04:58 PM,13-Nov-2025 05:30 PM,techsummary_1992990.pdf (275.24 KB),Technical,Summary Uploaded,bhanu pratap singh,10-Nov-2025 04:54 PM,technical_1992990.pdf,Superintending Engineer,Internal,,bhanu pratap singh,14-Nov-2025 01:17 PM,finsummary_1992990.pdf (190.35 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,30-Oct-2025 10:00 AM,04-Nov-2025 03:00 PM,30-Oct-2025 10:00 AM,04-Nov-2025 10:00 AM,NA ,NA ,30-Oct-2025 10:00 AM,04-Nov-2025 10:00 AM,13-Nov-2025 05:30 PM,1.0,SBI Bank,"1,824",Nil,Nil,No,"3,65,000",No,fixed,,Nil,Nil,Superintending Engineer,"Office of Superintending Engineer, VII Circle Irrigation Works, Sarojni Naidu Marg, Lucknow.","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow",03/SE-VII/2025-26,2025_UPIDC_1086737_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AS PER TENDER NOTICE-03 LOT 04,AS PER TENDER NOTICE-03 LOT 04,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,270.0,Lucknow,226001.0,Lucknow ,"Office of Superintending Engineer, VII Circle Irrigation Works, Sarojni Naidu Marg, Lucknow. ",30-Oct-2025 01:00 PM ,Lucknow,No ,No,AOC
,,,,,,,,,,,,,,,,2,5650855,M/S BABA TRADERS,04-Nov-2025 08:18 AM,Rejected-Technical,Found Ineligible,10-Nov-2025 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5649335,M/S SRI RAM TRADERS,03-Nov-2025 04:44 PM,Rejected-Finance,L3,14-Nov-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5650699,PRECISE POWER PROJECTS PRIVATE LIMITED,04-Nov-2025 02:56 AM,Accepted-AOC,L1,11-Dec-2025 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5649220,SHREEASHOK,03-Nov-2025 09:04 PM,Rejected-Finance,L4,14-Nov-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
