Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||UMBGC, khurja",12/EE/2025-26,2025_UPIDC_1094344_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,repairng of Retaining wall,repairng of Retaining wall,Please refer Tender documents. ,NA ,"7,50,000",Civil Works,NA ,Tender,90.0,60.0,U.M.B.D.G.C. KHURJA,203131.0,NA ,NA ,NA ,U.M.B.D.G.C. KHURJA,No ,No,28-Nov-2025 09:00 AM,05-Dec-2025 03:00 PM,28-Nov-2025 09:00 AM,05-Dec-2025 12:00 PM,NA ,NA ,28-Nov-2025 09:00 AM,05-Dec-2025 12:00 PM,11-Dec-2025 11:00 AM,EXECUTIVE ENGINEER,U.M.B.D.G.C. KHURJA,"15,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,1.0,SBI Bank,766.0,Nil,Nil,No,AOC,Finance,FINANCIAL REPORT,NEERAJ TYAGI,11-Dec-2025 12:55 PM,finance_2012153.pdf,BOQ Comparative Chart,NEERAJKUMARTYAGI,Internal,NEERAJKUMARTYAGI CHANDRAMAULI DWIVEDI,NEERAJ TYAGI,10-Dec-2025 12:15 PM,11-Dec-2025 11:00 AM,techsummary_2012153.pdf (509.17 KB),Technical,TECHNICAL REPORT,NEERAJ TYAGI,10-Dec-2025 10:56 AM,technical_2012153.pdf,NEERAJKUMARTYAGI,Internal,NEERAJKUMARTYAGI CHANDRAMAULI DWIVEDI,NEERAJ TYAGI,11-Dec-2025 04:03 PM,finsummary_2012153.pdf (190.88 KB),22-Dec-2025,"INR 457,400",60.0,NEERAJ TYAGI,23-Dec-2025 04:53 PM,85.pdf (842.00 KB),DATE OF START 22.12.2025,1.0,5721022.0,NARENDRA KUMAR SHARMA,INR,"457,400","U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||UMBGC, khurja",2025_UPIDC_1094344_1,12/EE/2025-26,repairng of Retaining wall,1,5719791,ARTIST BRO,04-Dec-2025 01:49 AM,Rejected-Finance,3,11-Dec-2025 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5721446,CHAUDHARY CONSTRUCTION CO,04-Dec-2025 07:47 PM,Rejected-Finance,5,11-Dec-2025 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5723399,M/s Prince Construction,04-Dec-2025 11:49 PM,Rejected-Technical,Reject,10-Dec-2025 12:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5715490,M/S RINKU CONTRACTOR,04-Dec-2025 10:26 AM,Rejected-Finance,4,11-Dec-2025 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5721022,NARENDRA KUMAR SHARMA,04-Dec-2025 01:34 PM,Accepted-AOC,ACCEPT,23-Dec-2025 04:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5722221,SHIV GANGA INFRATECH,04-Dec-2025 07:26 PM,Rejected-Finance,2,11-Dec-2025 04:03 PM,AOC
