Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
15-Dec-2025,"INR 515,719.604",90.0,Vasu Krishna,15-Dec-2025 01:20 PM,ffffffffffffff.pdf (193.00 KB),1,5447410,M/S ARYAN CONSTRUCTION,18-Aug-2025 09:24 AM,Accepted-AOC,Accepted,15-Dec-2025 01:19 PM,1.0,5447410.0,M/S ARYAN CONSTRUCTION,INR,"515,719.604",Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1064082_7,240/Nivida/ZP/2025-26 Date- 22-07-2025,Work No 7 Gram paliya chandapur ke sahodarpur me Brijlal yadav ke ghar ke pass soling se Ashok tiwari ki machine ke pass interlocking tak eet soling,Technical,Summary,Ram Bachan Ram,12-Sep-2025 03:42 PM,,Zp Amethi,Internal,,Vasu Krishna,24-Sep-2025 04:35 PM,finsummary_1939128.pdf (306.85 KB),Finance,Summary,Vasu Krishna,17-Sep-2025 05:21 PM,,BOQ Comparative Chart,Zp Amethi,Internal,,Ram Bachan Ram,12-Sep-2025 05:33 PM,12-Sep-2025 05:35 PM,techsummary_1939128.pdf (532.22 KB),AOC,11-Aug-2025 12:00 PM,18-Aug-2025 02:30 PM,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,NA ,NA ,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,12-Sep-2025 05:35 PM,1.0,Fee/PreQual/Technical,.pdf,Technical,609.0,AMA Zila Panchayat Amethi,Gauriganj Amethi,No,"10,325",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,Work No 7 Gram paliya chandapur ke sahodarpur me Brijlal yadav ke ghar ke pass soling se Ashok tiwari ki machine ke pass interlocking tak eet soling,Work No 7 Gram paliya chandapur ke sahodarpur me Brijlal yadav ke ghar ke pass soling se Ashok tiwari ki machine ke pass interlocking tak eet soling,Please refer Tender documents. ,NA ,"5,16,236",Civil Works - Others,NA ,Tender,90.0,90.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,1,DD - Demand Draft,Panchayati Raj Department||Zila Panchayat Amethi,240/Nivida/ZP/2025-26 Date- 22-07-2025,2025_UPPRD_1064082_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,2,5433254,M/S PIYUSH TRADERS,15-Aug-2025 02:26 PM,Rejected-Finance,L3,24-Sep-2025 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC
,,,,,,3,5438524,M/S SHRI AYODHYA ASSOCIATES,17-Aug-2025 04:47 AM,Rejected-Finance,L2,24-Sep-2025 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,AOC
