Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Summary,avadhesh kumar sharma,24-Oct-2025 03:31 PM,,03-Nov-2025,"INR 330,835.6",15.0,avadhesh kumar sharma,25-Dec-2025 01:32 PM,30.pdf (476.00 KB),Ag.No. 30/EE/2025-26 DATE 30.10.2025 M/S M L ASSOCIATES,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,25-Oct-2025 11:55 AM,25-Oct-2025 02:00 PM,techsummary_1983966.pdf (391.87 KB),1,5619007,ashraf contractor,19-Oct-2025 02:13 PM,Rejected-AOC,rejected,25-Dec-2025 01:32 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2025_UPIDC_1079237_48,03/EEAID/2025-26,LOT 32 SCRAPING/SLUSH CLEARANCE OF RATANPUR MR. FROM KM. 0.000 TO KM. 12.000 IN FASLI RABI 1433 YEAR 2025-26,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,02-Nov-2025 09:30 PM,finsummary_1983966.pdf (482.78 KB),Finance,Summary,avadhesh kumar sharma,25-Oct-2025 10:24 PM,,BOQ Comparative Chart,1.0,5618141.0,M/S M L ASSOCIATES,INR,"330,835.6",AOC,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,1,Fee/PreQual/Technical,.pdf,NIT,177.0,Nil,Nil,No,1.0,AOC,AOC,,16-Oct-2025 01:00 PM,21-Oct-2025 01:30 PM,16-Oct-2025 01:00 PM,21-Oct-2025 01:00 PM,NA ,NA ,16-Oct-2025 01:00 PM,21-Oct-2025 01:00 PM,25-Oct-2025 02:00 PM,1.0,SBI Bank,LOT 32 SCRAPING/SLUSH CLEARANCE OF RATANPUR MR. FROM KM. 0.000 TO KM. 12.000 IN FASLI RABI 1433 YEAR 2025-26,LOT 32 SCRAPING/SLUSH CLEARANCE OF RATANPUR MR. FROM KM. 0.000 TO KM. 12.000 IN FASLI RABI 1433 YEAR 2025-26,AS PER NIT ,NA ,"3,61,000",Civil Works,NA ,Tender,90.0,15.0,MORADABAD,244001.0,NA ,NA ,NA ,DHAMPUR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",03/EEAID/2025-26,2025_UPIDC_1079237_48,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"8,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,2,5618141,M/S M L ASSOCIATES,21-Oct-2025 11:03 AM,Accepted-AOC,accepted,25-Dec-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
