Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,1.0,Fee/PreQual/Technical,.pdf,NIT,Scraping Of Bed and side slope with jungle clearance of Badgauna mr from km 0.000 to 5.200 Bhanauri mr from km 0.000 to 1.900,Scraping Of Bed and side slope with jungle clearance of Badgauna mr from km 0.000 to 5.200 Bhanauri mr from km 0.000 to 1.900,Please refer Tender documents. ,NA ,"1,48,000",Civil Works - Canal,NA ,Rate Contract,90.0,21.0,PRAYAGRAJ,211001.0,NA ,NA ,NA ,PRAYAGRAJ,No ,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",03/EE/2025-26,2025_UPIDC_1083775_24,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,960",Yes,percentage,2.0%,Nil,Nil,18-Oct-2025 01:00 PM,28-Oct-2025 11:00 AM,18-Oct-2025 01:00 PM,28-Oct-2025 11:00 AM,NA ,NA ,18-Oct-2025 01:00 PM,28-Oct-2025 11:00 AM,03-Nov-2025 01:00 PM,589.0,Nil,Nil,No,AOC,Finance,all bid admitted,Pradeep Kumar Singh,23-Dec-2025 01:24 PM,,BOQ Comparative Chart,PRADEEP KUMAR SINGH,Internal,EESPCHAUDHARY AND DIV ACCOUNTANT,Pradeep Kumar Singh,23-Dec-2025 01:28 PM,finsummary_1985978.pdf (415.57 KB),1.0,5625532.0,M/S LAXMI ENTERPRISES,INR,"122,235.25","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",2025_UPIDC_1083775_24,03/EE/2025-26,Scraping Of Bed and side slope with jungle clearance of Badgauna mr from km 0.000 to 5.200 Bhanauri mr from km 0.000 to 1.900,1,5625532,M/S LAXMI ENTERPRISES,24-Oct-2025 04:33 PM,Accepted-AOC,1st,23-Dec-2025 01:31 PM,23-Dec-2025,"INR 122,235.25",21.0,Pradeep Kumar Singh,23-Dec-2025 01:31 PM,Badgaunasilt2025.pdf (416.00 KB),AOC,Technical,one bid rejected four bid accepted,Pradeep Kumar Singh,01-Nov-2025 11:59 PM,technical_1985978.pdf,PRADEEP KUMAR SINGH,Internal,ee sp chaudhary,Pradeep Kumar Singh,02-Nov-2025 12:05 AM,03-Nov-2025 01:00 PM,techsummary_1985978.pdf (288.05 KB),AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5633232,M/s Shivansh Enterprises,27-Oct-2025 10:10 PM,Rejected-AOC,2nd,23-Dec-2025 01:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5633274,RISHABH ENTERPRISES,27-Oct-2025 07:25 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Nov-2025 11:59 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,5633652,SANVI CONSTRUCTION,27-Oct-2025 11:07 PM,Rejected-AOC,3rd,23-Dec-2025 01:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,5633398,SARVESH KUMAR,27-Oct-2025 08:31 PM,Rejected-AOC,4th,23-Dec-2025 01:31 PM,,,,,,,,,,,,,,,,,,,,AOC
