Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EEMGCCD4 AMROHA,EEMGCCD4 AMROHA,1.0,extending of date,Date,,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",01/EE/25-26,2025_UPIDC_1087698_3,Yes,Auction,Item Rate,Goods,2.0,No,No,Online,No,No,No,"AUCTION OF USELESS STORE NO.2 SITUATED IN THE PREMISES OF OFFICE OF MADHYA GANGA CANAL CONSTRUCTION DIVISION-4,HARYANA JOYA, AMROHA","AUCTION OF USELESS STORE NO.2 SITUATED IN THE PREMISES OF OFFICE OF MADHYA GANGA CANAL CONSTRUCTION DIVISION-4,HARYANA JOYA, AMROHA",Please refer Tender documents. ,NA ,"3,73,000",Civil Construction Goods,NA ,Rate Contract,90.0,NA ,AMROHA,244222.0,NA ,NA ,NA ,EEMGCCD4 AMROHA,No ,No,1,Fee/PreQual/Technical,.pdf,tac dock,677.0,Nil,Nil,No,1.0,SBI Bank,"37,300",No,percentage,10.0%,Nil,Nil,10-Nov-2025 03:00 PM,19-Nov-2025 11:30 AM,10-Nov-2025 03:00 PM,19-Nov-2025 11:00 AM,NA ,NA ,10-Nov-2025 03:00 PM,19-Nov-2025 11:00 AM,19-Nov-2025 02:00 PM,AOC,S.S.A. KIRMANI,Internal,MANOJKUMAREE13,SYED SHAHNAWAZ ALI KIRMANI,29-Nov-2025 03:18 PM,finsummary_2000259.pdf (187.90 KB),Technical,tac,SYED SHAHNAWAZ ALI KIRMANI,19-Nov-2025 01:38 PM,technical_2000259.pdf,S.S.A. KIRMANI,Internal,MANOJKUMAREE13,SYED SHAHNAWAZ ALI KIRMANI,19-Nov-2025 01:59 PM,19-Nov-2025 02:00 PM,techsummary_2000259.pdf (672.34 KB),Finance,finical,SYED SHAHNAWAZ ALI KIRMANI,29-Nov-2025 03:05 PM,,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",2025_UPIDC_1087698_3,01/EE/25-26,"AUCTION OF USELESS STORE NO.2 SITUATED IN THE PREMISES OF OFFICE OF MADHYA GANGA CANAL CONSTRUCTION DIVISION-4,HARYANA JOYA, AMROHA",1.0,5686192.0,ARMONIA CONSTRUCTIONS,INR,"375,700",1,5686192,ARMONIA CONSTRUCTIONS,19-Nov-2025 12:30 AM,Accepted-AOC,AOC,15-Dec-2025 11:08 AM,10-Dec-2025,"INR 375,700",15.0,SYED SHAHNAWAZ ALI KIRMANI,15-Dec-2025 11:09 AM,aoc02.pdf (1450.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5686108,M A CONTRACTOR,18-Nov-2025 09:51 PM,Rejected-Finance,L1,29-Nov-2025 03:18 PM,,,,,,,,AOC
