EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"24,600",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,Panchayati Raj Department||Zila Panchayat Amethi,875/Nivida/ZP/2025-26 Date- 10-09-2025,2025_UPPRD_1073328_29,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,451",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,Work No 29 Sadipur- Nara sampark marg se kuldeep singh ke Ghar ki oor C.C.,Work No 29 Sadipur- Nara sampark marg se kuldeep singh ke Ghar ki oor C.C.,Please refer Tender documents. ,NA ,"12,30,000",Civil Works - Others,NA ,Tender,30.0,30.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,1,DD - Demand Draft,12-Sep-2025 12:00 PM,17-Sep-2025 01:00 PM,12-Sep-2025 12:00 PM,17-Sep-2025 12:00 PM,NA ,NA ,12-Sep-2025 12:00 PM,17-Sep-2025 12:00 PM,26-Sep-2025 01:50 PM,1.0,Fee/PreQual/Technical,.pdf,Technical,AOC,1.0,5533799.0,M/S ABHISHEK VIKRAM SINGH,INR,"1,229,384.79",Finance,Summary,Ram Bachan Ram,26-Sep-2025 03:02 PM,,BOQ Comparative Chart,Zp Amethi,Internal,,Vasu Krishna,29-Sep-2025 05:25 PM,finsummary_1959311.pdf (407.78 KB),Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1073328_29,875/Nivida/ZP/2025-26 Date- 10-09-2025,Work No 29 Sadipur- Nara sampark marg se kuldeep singh ke Ghar ki oor C.C.,1,5533799,M/S ABHISHEK VIKRAM SINGH,14-Sep-2025 03:19 PM,Accepted-AOC,L1,30-Dec-2025 02:42 PM,30-Dec-2025,"INR 1,229,384.79",90.0,Vasu Krishna,30-Dec-2025 02:42 PM,ffffffffffffff.pdf (193.00 KB),Technical,Summary,Vasu Krishna,26-Sep-2025 12:25 PM,,Zp Amethi,Internal,,Vasu Krishna,26-Sep-2025 01:49 PM,26-Sep-2025 01:50 PM,techsummary_1959311.pdf (407.78 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,2.0,Finance,.xls,Finance,AOC,,,,,,,,,,,,,,,,,,,,,,2,5533598,M/S PIYUSH TRADERS,14-Sep-2025 11:57 AM,Rejected-Finance,L2,29-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5537195,M/S RUDRA CONSTRUCTIONS,15-Sep-2025 08:30 PM,Rejected-Finance,L2,29-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,AOC
