S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,EXECUTIVE ENGINEER,"OFFICE OF EXECUTIVE ENGINEER L.D-2,.S.C",766.0,Nil,Nil,No,Silt Clearance in Raebareli Dy. from 0.000 to 19.800 for Rabi fasli 1433 year 2025-26 (Lot-7),Silt Clearance in Raebareli Dy. from 0.000 to 19.800 for Rabi fasli 1433 year 2025-26 (Lot-7),Refer tender Document ,NA ,"10,14,000",Civil Works - Canal,NA ,Rate Contract,90.0,15.0,Lucknow,226010.0,NA ,NA ,NA ,"OFFICE OF EXECUTIVE ENGINEER L.D-2,.S.C",No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,24-Oct-2025 10:00 AM,30-Oct-2025 02:05 PM,24-Oct-2025 10:00 AM,30-Oct-2025 02:00 PM,NA ,NA ,24-Oct-2025 10:00 AM,30-Oct-2025 02:00 PM,03-Nov-2025 03:00 PM,"20,280",Yes,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",05/EE/2025-26,2025_UPIDC_1084346_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Mukesh Kumar Vaish,Internal,"AJAY KUMAR CHAUDHARI Executive Engineer Y. k. Yadav, D.A.O.",Mukesh Kumar Vaish,03-Nov-2025 04:44 PM,finsummary_1987017.pdf (209.61 KB),Technical,Technical,Mukesh Kumar Vaish,31-Oct-2025 05:52 PM,technical_1987017.pdf,Mukesh Kumar Vaish,Internal,"AJAY KUMAR CHAUDHARI Executive Engineer Y. k. Yadav, D.A.O.",Mukesh Kumar Vaish,31-Oct-2025 06:24 PM,03-Nov-2025 03:00 PM,techsummary_1987017.pdf (209.61 KB),Finance,Financial,Mukesh Kumar Vaish,03-Nov-2025 04:03 PM,finance_1987017.pdf,BOQ Comparative Chart,1,5639717,Indal Enterprises,30-Oct-2025 01:57 PM,Accepted-AOC,I,06-Dec-2025 12:04 PM,1.0,5639717.0,Indal Enterprises,INR,"756,240.17","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",2025_UPIDC_1084346_7,05/EE/2025-26,Silt Clearance in Raebareli Dy. from 0.000 to 19.800 for Rabi fasli 1433 year 2025-26 (Lot-7),02-Dec-2025,"INR 756,240.17",15.0,Mukesh Kumar Vaish,06-Dec-2025 12:04 PM,Aoc7.pdf (293.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5639390,M/s Aman Traders,30-Oct-2025 01:07 PM,Rejected-Finance,III,03-Nov-2025 04:44 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5639441,M/s Nav Bharat Construction,30-Oct-2025 01:19 PM,Rejected-Finance,IV,03-Nov-2025 04:44 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5639129,M/S RADHEY SHYAM CONSTRUCTION,30-Oct-2025 12:16 PM,Rejected-Finance,II,03-Nov-2025 04:44 PM,,,,,,,,,,,,,,,,,AOC
