Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",01/AE/2025-26,2025_UPIDC_1088427_109,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Lot-61,Silt clearance and Scraping,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Azamgarh,276001.0,NA ,NA ,NA ,Office SSK-23 Azamgarh,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Bid Dcoments,"10,000",Yes,fixed,,Nil,Nil,A.E. SSK-23 Azamgarh,Office SSK-23 Azamgarh,17-Nov-2025 12:00 PM,22-Nov-2025 12:00 PM,17-Nov-2025 12:00 PM,22-Nov-2025 12:00 PM,NA ,NA ,17-Nov-2025 12:00 PM,22-Nov-2025 12:00 PM,24-Nov-2025 02:00 PM,89.0,Nil,Nil,No,AOC,1,5686009,K S ENTERPRISES,20-Nov-2025 09:49 PM,Accepted-AOC,L1,26-Dec-2025 11:48 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",2025_UPIDC_1088427_109,01/AE/2025-26,Lot-61,Technical,3 Bidder Technically Qualified,Ritesh Kumar Singh,24-Nov-2025 12:43 PM,,1.0,5686009.0,K S ENTERPRISES,INR,"64,876",Ritesh Kumar Singh,Internal,,Ritesh Kumar Singh,24-Nov-2025 01:39 PM,24-Nov-2025 02:00 PM,techsummary_2004757.pdf (99.25 KB),Finance,3 bidders admitted,Ritesh Kumar Singh,26-Nov-2025 09:52 AM,,Ritesh kumar Singh,Internal,,Ritesh Kumar Singh,26-Dec-2025 11:44 PM,finsummary_2004757.pdf (99.25 KB),26-Dec-2025,"INR 100,000",15.0,Ritesh Kumar Singh,26-Dec-2025 11:49 PM,AECommittee.pdf (99.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC,2,5691991,MR. MANOJ KUMAR SINGH,21-Nov-2025 03:13 PM,Rejected-Finance,L2,26-Dec-2025 11:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5690519,M/S BABU LAL YADAV THIKEDAR,20-Nov-2025 11:05 PM,Rejected-Finance,L3,26-Dec-2025 11:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
