Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
14-Dec-2025,"INR 680,000",15.0,SANJAY KUMAR,03-Dec-2025 12:20 PM,mangalpurdy.pdf (1307.00 KB),1.0,5619246.0,HIMNSHU TRADERS,INR,"406,015.8","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||ID, auriya",2025_UPIDC_1082525_1,01/EE/2025-26,Silt clearance work of Mangalpur Dy. from km.18.092 to km. 33.051,1,5619246,HIMNSHU TRADERS,20-Oct-2025 04:53 PM,Accepted-AOC,Lower Bid,03-Dec-2025 12:20 PM,Finance,Admitted,SANJAY KUMAR,14-Nov-2025 10:40 AM,,BOQ Comparative Chart,EE,Internal,,SANJAY KUMAR,22-Oct-2025 12:07 PM,24-Oct-2025 11:00 AM,techsummary_1982556.pdf (258.39 KB),Technical,Admitted,SANJAY KUMAR,21-Oct-2025 06:08 PM,,EE,Internal,,SANJAY KUMAR,14-Nov-2025 11:48 AM,finsummary_1982556.pdf (2146.40 KB),AOC,1.0,SBI Bank,266.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||ID, auriya",01/EE/2025-26,2025_UPIDC_1082525_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender document,1.0,Bid opening date,Date,,"EE I.D.Auraiya, Dibiyapur","I.D.Auraiya, Dibiyapur",14-Oct-2025 12:45 PM,21-Oct-2025 03:00 PM,14-Oct-2025 01:00 PM,21-Oct-2025 12:00 PM,NA ,NA ,14-Oct-2025 01:00 PM,21-Oct-2025 12:00 PM,24-Oct-2025 11:00 AM,"14,000",No,fixed,,Nil,Nil,Silt clearance work of Mangalpur Dy. from km.18.092 to km. 33.051,Silt Clearance,Please refer Tender documents. ,NA ,"6,80,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Silt clearance work of Mangalpur Dy. from km.18.09,206244.0,NA ,NA ,NA ,"I.D. Auraiya, Dibiyapur",No ,No,AOC
,,,,,,,,,,,,,,,2,5618495,M/S MEENA RAJ TRADERS,18-Oct-2025 06:08 PM,Rejected-Finance,Higher Bid,14-Nov-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5613112,M/S RAM AND SONS SUPPLIERS,16-Oct-2025 03:41 PM,Rejected-Technical,Exprience certificate not enclosed,22-Oct-2025 12:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5617481,M/S Vimla construction,21-Oct-2025 12:09 AM,Rejected-Finance,Higher Bid,14-Nov-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5620917,sudhir yadav,21-Oct-2025 11:49 AM,Rejected-Finance,Higher Bid,14-Nov-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
