Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
28-Jul-2025 06:55 PM,11-Aug-2025 11:00 AM,28-Jul-2025 06:55 PM,08-Aug-2025 05:00 PM,NA ,NA ,28-Jul-2025 06:55 PM,08-Aug-2025 05:00 PM,13-Oct-2025 02:00 PM,1.0,SBI Bank,"12,000",No,fixed,,Nil,Nil,OSD M,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Yamuna Expressway Industrial Development Authority,YEA/OSD(M)/2025/279 DT-22/07/2025,2025_YEIDA_1060688_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,840.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",Operation and maintenance of street light for one year on 100mtr wide road (road no-06)between sector 20 and 21 (year-2025-26)YEIDA,Operation and maintenance of street light for one year on 100mtr wide road (road no-06)between sector 20 and 21 (year-2025-26)YEIDA,REFER TENDER DOC ,NA ,"5,95,545",Electrical Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201310.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,AOC,Committee,Internal,Committee,MAHRAM SINGH,13-Oct-2025 01:08 PM,13-Oct-2025 02:00 PM,techsummary_1932081.pdf (508.03 KB),Finance,EVALUATION,BRIJ PAL SINGH,08-Dec-2025 01:44 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BRIJ PAL SINGH,08-Dec-2025 01:53 PM,finsummary_1932081.pdf (948.91 KB),Technical,EVALUATION,BRIJ PAL SINGH,13-Oct-2025 12:55 PM,,1.0,5407557.0,M/S ROHIT ASSOCIATES,08-Aug-2025 01:40 PM,Rejected-Finance,L3,08-Dec-2025 01:53 PM,1.0,5408012.0,M/S SHRI NIRBANDHAN ENGINEERS,INR,"425,814.68",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1060688_1,YEA/OSD(M)/2025/279 DT-22/07/2025,Operation and maintenance of street light for one year on 100mtr wide road (road no-06)between sector 20 and 21 (year-2025-26)YEIDA,08-Dec-2025,"INR 425,814.68",365.0,BRIJ PAL SINGH,08-Dec-2025 01:57 PM,AOC279_1.pdf (949.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5408812.0,M/S SHRI BALAJI CONTRACTORS,07-Aug-2025 09:02 PM,Rejected-Finance,L2,08-Dec-2025 01:53 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5408012.0,M/S SHRI NIRBANDHAN ENGINEERS,07-Aug-2025 06:12 PM,Accepted-AOC,L1,08-Dec-2025 01:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOC,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
