Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Panchayati Raj Department||Zila Panchayat Amethi,240/Nivida/ZP/2025-26 Date- 22-07-2025,2025_UPPRD_1064082_106,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,1.0,Fee/PreQual/Technical,.pdf,Technical,11-Aug-2025 12:00 PM,18-Aug-2025 02:30 PM,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,NA ,NA ,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,16-Sep-2025 03:00 PM,701.0,AMA Zila Panchayat Amethi,Gauriganj Amethi,No,1,DD - Demand Draft,"11,874",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,Work No 106 Gramsabha purabgaon me pitch road se Ravindra pandey ke ghar tak C.C.,Work No 106 Gramsabha purabgaon me pitch road se Ravindra pandey ke ghar tak C.C.,Please refer Tender documents. ,NA ,"5,93,675",Civil Works - Others,NA ,Tender,90.0,90.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,AOC,1,5432304,Ayodhya Associates,15-Aug-2025 07:15 AM,Rejected-Finance,L2,27-Sep-2025 03:05 PM,Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1064082_106,240/Nivida/ZP/2025-26 Date- 22-07-2025,Work No 106 Gramsabha purabgaon me pitch road se Ravindra pandey ke ghar tak C.C.,Technical,Summary,Ram Bachan Ram,12-Sep-2025 04:29 PM,,1.0,5433140.0,M/S J.T.M ENTERPRISES,INR,"592,784.158",Zp Amethi,Internal,,Ram Bachan Ram,16-Sep-2025 02:43 PM,16-Sep-2025 03:00 PM,techsummary_1940510.pdf (400.44 KB),Finance,Summary,Ram Bachan Ram,17-Sep-2025 05:46 PM,,BOQ Comparative Chart,17-Dec-2025,"INR 592,784.158",90.0,Vasu Krishna,17-Dec-2025 05:03 PM,ffffffffffffff.pdf (193.00 KB),Zp Amethi,Internal,,Ram Bachan Ram,27-Sep-2025 03:05 PM,finsummary_1940510.pdf (369.61 KB),AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5433140,M/S J.T.M ENTERPRISES,15-Aug-2025 02:14 PM,Accepted-AOC,Accepted,17-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5432326,M/S SATYAM TRADERS,15-Aug-2025 08:55 AM,Rejected-Finance,L2,27-Sep-2025 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
