Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage
26-Dec-2025,"INR 618,075.23",60.0,avadhesh kumar sharma,26-Dec-2025 07:47 PM,L15AG47.pdf (311.00 KB),AG.NO. 47/EE/2025-26 DATE 15.12.2025 M/S AARU ENTERPRISE,Technical,Summary,avadhesh kumar sharma,22-Nov-2025 11:03 PM,,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,23-Nov-2025 12:06 PM,24-Nov-2025 03:00 PM,techsummary_1999265.pdf (476.09 KB),Finance,Summary,avadhesh kumar sharma,03-Dec-2025 03:02 PM,,BOQ Comparative Chart,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,26-Dec-2025 06:24 PM,finsummary_1999265.pdf (474.62 KB),1.0,5672446.0,AARU ENTERPRISE,INR,"618,075.23",1,5672446,AARU ENTERPRISE,13-Nov-2025 09:33 AM,Accepted-AOC,accepted,26-Dec-2025 07:47 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2025_UPIDC_1086669_44,04/EEAID/2025-26,LOT15 Janpad Bijnor Mein Shahpur Nahar Pranali ke antargat bhatpura alpika ke km. 4.950 se km. 5.100 ke Madhya brick pitching AVN Sambadh bankon ke shuddhdikaran ka Karya.,AOC,266.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,AOC,AOC,,"17,000",No,fixed,,Nil,Nil,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,LOT15 Janpad Bijnor Mein Shahpur Nahar Pranali ke antargat bhatpura alpika ke km. 4.950 se km. 5.100 ke Madhya brick pitching AVN Sambadh bankon ke shuddhdikaran ka Karya.,LOT15 Janpad Bijnor Mein Shahpur Nahar Pranali ke antargat bhatpura alpika ke km. 4.950 se km. 5.100 ke Madhya brick pitching AVN Sambadh bankon ke shuddhdikaran ka Karya.,AS PER NIT ,NA ,"8,05,000",Civil Works,NA ,Tender,90.0,60.0,DHAMPUR,246761.0,NA ,NA ,NA ,DHAMPUR,No ,No,08-Nov-2025 04:00 PM,13-Nov-2025 04:30 PM,08-Nov-2025 04:00 PM,13-Nov-2025 04:00 PM,NA ,NA ,08-Nov-2025 04:00 PM,13-Nov-2025 04:00 PM,24-Nov-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",04/EEAID/2025-26,2025_UPIDC_1086669_44,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5672190,KAUSHIK CONSTRUCTION AND SUPPLIERS,12-Nov-2025 11:35 PM,Rejected-Technical,ALL TECHNICAL DOCUMENT NOT COMPLETE,23-Nov-2025 12:06 PM,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5669681,M/S KUNWAR ENGINEERING WORKS,11-Nov-2025 11:07 PM,Rejected-AOC,rejected,26-Dec-2025 07:47 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5669554,M/S UMA DEVI CONTRACTOR,11-Nov-2025 09:57 PM,Rejected-AOC,rejected,26-Dec-2025 07:47 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5669455,RAJENDRA SINGH,11-Nov-2025 09:15 PM,Rejected-AOC,rejected,26-Dec-2025 07:47 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
