S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,5683900.0,M/s Vishwakarma Construction,INR,"12,348,014",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2025_UPPRC_1089684_1,41/GM-3/UPPCL/2025-26 DATE-06.11.2025,Construction of Old Age Happy Home at Distt. Sant Kabir Nagar,1,5683900,M/s Vishwakarma Construction,19-Nov-2025 11:29 AM,Accepted-AOC,L1,05-Dec-2025 05:22 PM,05-Dec-2025,"INR 12,348,014",270.0,ANIL KUMAR SINGH,05-Dec-2025 05:23 PM,Happyhome.pdf (2041.00 KB),Awarded,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,05-Dec-2025 05:19 PM,finsummary_2000651.pdf (3651.89 KB),Technical,Attached,ANIL KUMAR SINGH,21-Nov-2025 04:54 PM,technical_2000651.pdf,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,21-Nov-2025 04:57 PM,22-Nov-2025 12:00 PM,techsummary_2000651.pdf (3651.89 KB),Finance,Attached,ANIL KUMAR SINGH,05-Dec-2025 05:13 PM,finance_2000651.pdf,BOQ Comparative Chart,AOC,1.0,SBI Bank,"2,50,000",No,fixed,,Nil,Nil,13-Nov-2025 09:00 AM,20-Nov-2025 04:00 PM,13-Nov-2025 09:00 AM,20-Nov-2025 03:00 PM,NA ,NA ,13-Nov-2025 09:00 AM,20-Nov-2025 03:00 PM,22-Nov-2025 12:00 PM,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,41/GM-3/UPPCL/2025-26 DATE-06.11.2025,2025_UPPRC_1089684_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT,"11,800",Nil,Nil,No,Construction of Old Age Happy Home at Distt. Sant Kabir Nagar,Construction of Old Age Happy Home at Distt. Sant Kabir Nagar,As per bid documents ,NA ,"1,25,00,000",Civil Works - Buildings,N/A ,Tender,90.0,270.0,Sant Kabir Nagar,224143.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,AOC
,,,,,,,,,2,5686234,SIVI K.R. ENTERPRISES,20-Nov-2025 07:45 AM,Rejected-Finance,L2,05-Dec-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
