Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
767.0,Nil,Nil,No,Executive Engineer,"Executive Engineer, Sharda Sahayak Division-28, Haidergarh, Barabanki.",07-Nov-2025 03:00 PM,13-Nov-2025 03:00 PM,07-Nov-2025 03:00 PM,13-Nov-2025 11:00 AM,NA ,NA ,07-Nov-2025 03:00 PM,13-Nov-2025 11:00 AM,14-Nov-2025 02:00 PM,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",03/EE/2025-26,2025_UPIDC_1082813_23,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AS PER TENDER NOTICE-03 LOT 10,Silt clearence of Shahpur Dy from Km. 0.000 to Km. 6.000 and scarping from Km. 6.000 to km. 7.035 (Dist-Barabanki),Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,15.0,Haidergarh,225124.0,NA ,NA ,NA ,Haidergarh,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"6,000",No,fixed,,Nil,Nil,AOC,1.0,5670172.0,J P ENTERPRISES,INR,"266,601.3",Finance,Summary Uploaded,NAVNEET KUMAR,14-Nov-2025 04:26 PM,finance_1998423.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,NAVNEET KUMAR,14-Nov-2025 04:29 PM,finsummary_1998423.pdf (665.50 KB),1,5670172,J P ENTERPRISES,12-Nov-2025 11:20 AM,Accepted-AOC,L1,18-Dec-2025 12:45 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",2025_UPIDC_1082813_23,03/EE/2025-26,AS PER TENDER NOTICE-03 LOT 10,Executive Engineer,Internal,,NAVNEET KUMAR,13-Nov-2025 06:55 PM,14-Nov-2025 02:00 PM,techsummary_1998423.pdf (731.25 KB),20-Nov-2025,"INR 266,601.3",15.0,NAVNEET KUMAR,18-Dec-2025 12:45 PM,Lot10.pdf (705.00 KB),AOC,Technical,Summary Uploaded,NAVNEET KUMAR,13-Nov-2025 06:52 PM,technical_1998423.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5671624,Sujet Kumar,12-Nov-2025 09:27 PM,Rejected-Finance,L2,14-Nov-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
