Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||ID, unnao",01/EE/2025-2026,2025_UPIDC_1083624_24,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,EXTENSION 2,Date,,SCRAPPING OF MAURAWAN DY KM 8.00 TO 58.600,SCRAPPING OF MAURAWAN DY KM 8.00 TO 58.600,Please refer Tender documents. ,NA ,"30,00,000",Civil Works - Canal,NA ,Tender,90.0,30.0,UNNAO,209801.0,NA ,NA ,NA ,EE ID UNNAO,No ,No,1.0,SBI Bank,EE ID UNNAO,NEAR SP OFFICE CIVIL LINES UNNAO,1,Fee/PreQual/Technical,.pdf,FEE/ TECHNICAL DOCUMENT,"1,000",Nil,Nil,No,"60,000",No,percentage,2.0%,Nil,Nil,18-Oct-2025 11:00 AM,03-Nov-2025 11:00 AM,18-Oct-2025 11:00 AM,01-Nov-2025 04:00 PM,NA ,NA ,18-Oct-2025 11:00 AM,01-Nov-2025 04:00 PM,06-Nov-2025 04:00 PM,AOC,1,5637032,M/S DHUNNAR PRASAD,29-Oct-2025 10:14 PM,Accepted-AOC,1,11-Dec-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||ID, unnao",2025_UPIDC_1083624_24,01/EE/2025-2026,SCRAPPING OF MAURAWAN DY KM 8.00 TO 58.600,Finance,admitted,Deepak Yadav,07-Nov-2025 02:11 PM,finance_1985804.pdf,BOQ Comparative Chart,DEEPAK YADAV,Internal,MUKESH VAISH VIVEK SRIVASTAVA,Deepak Yadav,07-Nov-2025 03:34 PM,finsummary_1985804.pdf (487.54 KB),1.0,5637032.0,M/S DHUNNAR PRASAD,INR,"2,968,197.65",DEEPAK YADAV,Internal,MUKESH VAISH VIVEK SRIVASTAVA,Deepak Yadav,06-Nov-2025 02:52 PM,06-Nov-2025 04:00 PM,techsummary_1985804.pdf (474.51 KB),Technical,admitted,Deepak Yadav,06-Nov-2025 02:45 PM,technical_1985804.pdf,15-Nov-2025,"INR 2,968,197.65",30.0,Deepak Yadav,11-Dec-2025 03:01 PM,1123.pdf (415.00 KB),admitted,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,2,5637052,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,29-Oct-2025 10:02 PM,Rejected-AOC,2,11-Dec-2025 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
