Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
14-Nov-2025,"INR 221,013",20.0,HAESH KUMAR,04-Dec-2025 05:45 PM,1082147_38.pdf (510.00 KB),AOC,Technical,Bos,HAESH KUMAR,19-Oct-2025 04:11 PM,technical_1981568.pdf,Executive Engineer,Internal,EE_SNK4BRH_and_DAO_SNKIBRH,HAESH KUMAR,04-Nov-2025 02:35 PM,06-Nov-2025 01:00 PM,techsummary_1981568.pdf (123.31 KB),Finance,BOS,HAESH KUMAR,08-Nov-2025 05:57 PM,finance_1981568.pdf,BOQ Comparative Chart,Executive Engineer,Internal,EE_SNK4BRH_and_DAO_SNK1BRH,HAESH KUMAR,08-Nov-2025 06:02 PM,finsummary_1981568.pdf (504.23 KB),1.0,5615093.0,M/S PRADHAN CONSTRUCTION,INR,"221,013","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||Irrigation Construction Circle, Bahraich||SCD-1, bahraich",2025_UPIDC_1082147_38,03/EE/2025-26,SILT CLEARENCE FROM KM. 0.000 TO 6.300 OF CHAUKHARIYA MR.,1,5615854,M/S PAVAN KUMAR SINGH,18-Oct-2025 02:22 PM,Rejected-Finance,L5,08-Nov-2025 06:02 PM,AOC,SILT CLEARENCE FROM KM. 0.000 TO 6.300 OF CHAUKHARIYA MR.,SILT CLEARENCE FROM KM. 0.000 TO 6.300 OF CHAUKHARIYA MR.,Plz refer Tender Documents ,NA ,"2,94,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Bahraich,271801.0,NA ,NA ,NA ,"Executive Engineer, Saryu Nahar Khand-I, Bahraich",No ,No,677.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,13-Oct-2025 09:00 AM,18-Oct-2025 04:30 PM,13-Oct-2025 11:00 AM,18-Oct-2025 04:00 PM,NA ,NA ,13-Oct-2025 11:00 AM,18-Oct-2025 04:00 PM,06-Nov-2025 01:00 PM,1.0,SBI Bank,Executive Egnineer,"Office of the Executive Engineer, Saryu Nahar Khand-I, Bahraich","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||Irrigation Construction Circle, Bahraich||SCD-1, bahraich",03/EE/2025-26,2025_UPIDC_1082147_38,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,880",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5615705,M/S PESHKAR RAO,18-Oct-2025 10:19 AM,Rejected-Finance,L2,08-Nov-2025 06:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5615093,M/S PRADHAN CONSTRUCTION,18-Oct-2025 11:43 AM,Accepted-AOC,AOC,04-Dec-2025 05:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5612608,Rajesh Pathak,18-Oct-2025 01:42 PM,Rejected-Finance,L3,08-Nov-2025 06:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5607010,Ram Charan Verma,18-Oct-2025 01:32 PM,Rejected-Finance,L4,08-Nov-2025 06:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
