EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-I, gorakhpur",01/EE/2025-26,2025_UPIDC_1079102_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Silt Clearance and Scrapping and jungle clearence from Km. 0.000 to Km. 2.500 of Gauri Minor,Silt Clearance and Scrapping and jungle clearence from Km. 0.000 to Km. 2.500 of Gauri Minor,Please refer Tender documents. ,NA ,"47,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Gorakhpur,273001.0,NA ,NA ,NA ,Executive Engineer Saryu Nahar Khand 1 Gorakhpur,No ,No,Executive Engineer Saryu Nahar Khand 1 Gorakhpur,Executive Engineer Saryu Nahar Khand 1 Gorakhpur,1.0,SBI Bank,03-May-2026 07:11 PM,11-Oct-2025 11:00 AM,03-Oct-2025 10:00 AM,10-Oct-2025 05:00 PM,NA ,NA ,03-Oct-2025 10:00 AM,10-Oct-2025 05:00 PM,23-Oct-2025 12:15 PM,559.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Document,AOC,Technical,Attached,Vishwanath Shukla,23-Oct-2025 12:06 PM,technical_1973905.pdf,Vn Shukla EE,Internal,Dinesh Mohan EE,Vishwanath Shukla,02-Nov-2025 04:16 PM,finsummary_1973905.pdf (512.21 KB),Finance,Attached,Vishwanath Shukla,02-Nov-2025 02:29 PM,finance_1973905.pdf,BOQ Comparative Chart,VN Shukla EE,Internal,Dinesh Mohan EE,Vishwanath Shukla,23-Oct-2025 12:09 PM,23-Oct-2025 12:15 PM,techsummary_1973905.pdf (512.21 KB),17-Nov-2025,"INR 43,745",15.0,Vishwanath Shukla,21-Dec-2025 05:58 PM,Aoc8.pdf (326.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-I, gorakhpur",2025_UPIDC_1079102_8,01/EE/2025-26,Silt Clearance and Scrapping and jungle clearence from Km. 0.000 to Km. 2.500 of Gauri Minor,1.0,5595323.0,M/s KRISHNA CONSTRUCTION,INR,"43,745",1,5598075,KALAYANI CONSTRUTION,10-Oct-2025 01:31 PM,Rejected-Finance,Higher,02-Nov-2025 04:16 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5595323,M/s KRISHNA CONSTRUCTION,10-Oct-2025 11:36 AM,Accepted-AOC,L1,21-Dec-2025 05:58 PM,AOC
