S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,"85,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,"2,354",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut",10/SE-1/2025-26,2025_UPIDC_1079800_8,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,08-Oct-2025 10:00 AM,13-Oct-2025 04:30 PM,08-Oct-2025 10:00 AM,13-Oct-2025 04:00 PM,NA ,NA ,08-Oct-2025 10:00 AM,13-Oct-2025 04:00 PM,01-Nov-2025 01:00 PM,LOT3,As per the NIT,Please refer Tender documents. ,NA ,"42,50,000",Civil Works,NA ,Tender,90.0,90.0,Meerut,250001.0,SE Office 1st IWC Meerut ,SE Office 1st IWC Meerut ,10-Oct-2025 01:00 PM ,SE Office 1st IWC Meerut,No ,No,SE 1st IWC Meerut,SE Office 1st IWC Meerut,AOC,Technical,05 Bidder Admitted,ramesh chandra,31-Oct-2025 10:28 PM,technical_1977867.pdf,Ramesh Chandra,Internal,Vikas Kumar,ramesh chandra,01-Nov-2025 08:06 PM,finsummary_1977867.pdf (636.98 KB),Finance,L1,ramesh chandra,01-Nov-2025 07:59 PM,finance_1977867.pdf,BOQ Comparative Chart,Mr. Ramesh Chandra,Internal,Mr. Vikas kumar,ramesh chandra,31-Oct-2025 10:31 PM,01-Nov-2025 01:00 PM,techsummary_1977867.pdf (636.98 KB),25-Dec-2025,"INR 3,152,411.39",90.0,ramesh chandra,25-Dec-2025 04:27 PM,AOC.pdf (410.00 KB),AOC,1,5592465,Dinesh kumar jindal,13-Oct-2025 12:07 PM,Rejected-Finance,L4,01-Nov-2025 08:06 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut",2025_UPIDC_1079800_8,10/SE-1/2025-26,LOT3,1.0,5603959.0,S R CONTRACTORS,INR,"3,152,411.39",AOC
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5603737,M/S R.B CONSTRUCTION,13-Oct-2025 02:56 PM,Rejected-Finance,L5,01-Nov-2025 08:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5600851,M/S VASUDEV CONSTRUCTION,13-Oct-2025 12:06 PM,Rejected-Finance,L3,01-Nov-2025 08:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5600545,SHRI BALAJI CONSTRUCTION,13-Oct-2025 12:23 PM,Rejected-Finance,L2,01-Nov-2025 08:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5603959,S R CONTRACTORS,13-Oct-2025 03:40 PM,Accepted-AOC,L1,25-Dec-2025 04:27 PM,,,,,,,,,,AOC
