Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Sharad saurabh Giri,Internal,Tushar Kanti Rajan,sharad sourabh giri,27-Oct-2025 12:28 PM,27-Oct-2025 03:00 PM,techsummary_1976406.pdf (82.40 KB),Technical,All Bids Submitted,sharad sourabh giri,27-Oct-2025 12:15 PM,technical_1976406.pdf,08-Dec-2025,"INR 1,056,796.723",45.0,sharad sourabh giri,08-Dec-2025 04:04 PM,AOC24.pdf (181.00 KB),lowest bid,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Aligarh||Irrigation Division Kasganj",2025_UPIDC_1080133_13,03/EE/IDK/2025-26,Naveenikaran karya of Khetupura Dy canal service road from Km 5.400 to 6.510 for the year 2025-26,1,5615402,M/s Hanu Infrastructure Pvt Ltd,17-Oct-2025 01:33 PM,Accepted-AOC,lowest bid,08-Dec-2025 04:04 PM,Finance,Boqs Submitted,sharad sourabh giri,11-Nov-2025 11:16 AM,finance_1976406.pdf,BOQ Comparative Chart,Sharad saurabh Giri,Internal,Tushar Kanti Rajan,sharad sourabh giri,18-Nov-2025 10:35 AM,finsummary_1976406.pdf (82.40 KB),1.0,5615402.0,M/s Hanu Infrastructure Pvt Ltd,INR,"1,056,796.723",AOC,1.0,SBI Bank,06-Oct-2025 10:00 AM,17-Oct-2025 03:00 PM,06-Oct-2025 10:00 AM,17-Oct-2025 02:00 PM,NA ,NA ,06-Oct-2025 10:00 AM,17-Oct-2025 02:00 PM,27-Oct-2025 03:00 PM,Executive Engineer,"Office of Executive Engineer, ID kasganj, PLGC colony kasganj","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Aligarh||Irrigation Division Kasganj",03/EE/IDK/2025-26,2025_UPIDC_1080133_13,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Date amendment,Date,,"1,55,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Nit and bid documents,944.0,Nil,Nil,No,Naveenikaran karya of Khetupura Dy canal service road from Km 5.400 to 6.510 for the year 2025-26,Naveenikaran karya of Khetupura Dy canal service road from Km 5.400 to 6.510 for the year 2025-26,Please refer tender document  ,NA ,"15,50,000",Civil Works - Roads,NA ,Tender,90.0,45.0,kasganj,207123.0,NA ,NA ,NA ,Office of Executive Engineer ID kasganj,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5598440,Ram Naresh,12-Oct-2025 02:39 PM,Rejected-Finance,higher bid,18-Nov-2025 10:35 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
