Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
17-Dec-2025,"INR 63,974,739",330.0,Sanjeev Saxena,22-Dec-2025 02:21 PM,ETAHLOA.pdf (750.00 KB),L1,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2025_UPPAN_1081955_1,"3121/PAN/ET/25-26, DT. 11-10-2025",CONSTRUCTION OF RESIDENTIAL BUILDING AT THANA KOTWALI NAGAR DISTT ETAH U.P.,1.0,5624877.0,A.K BUILDERS AND CONTRACTORS,INR,"63,974,739",1,5624877,A.K BUILDERS AND CONTRACTORS,24-Oct-2025 04:36 PM,Accepted-AOC,L1,22-Dec-2025 02:21 PM,Finance,ALL BIDDER ADMITTED,Sanjeev Saxena,06-Nov-2025 04:38 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,29-Oct-2025 03:09 PM,30-Oct-2025 11:00 AM,techsummary_1981058.pdf (631.31 KB),Technical,ALL BIDDER ADMITTED,Sanjeev Saxena,29-Oct-2025 03:07 PM,,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,06-Nov-2025 04:41 PM,finsummary_1981058.pdf (602.62 KB),AOC,"13,09,000",No,fixed,,Nil,Nil,Sanjeev Saxena,"U.P. Police Avas Nigam Ltd, Vibhuti Khand Vyavsayik Parisar Part-1 Gomti Nagar, Lucknow",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"3121/PAN/ET/25-26, DT. 11-10-2025",2025_UPPAN_1081955_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,CONSTRUCTION OF RESIDENTIAL BUILDING AT THANA KOTWALI NAGAR DISTT ETAH U.P.,CONSTRUCTION OF RESIDENTIAL BUILDING AT THANA KOTWALI NAGAR DISTT ETAH U.P.,Please refer Tender documents. ,NA ,"6,54,54,000",Civil Works,NA ,Tender,90.0,330.0,THANA KOTWALI NAGAR DISTT ETAH U.P.,207001.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,1.0,SBI Bank,"8,850",Nil,Nil,No,11-Oct-2025 02:00 PM,28-Oct-2025 11:30 AM,11-Oct-2025 02:00 PM,27-Oct-2025 05:00 PM,NA ,NA ,11-Oct-2025 02:00 PM,27-Oct-2025 05:00 PM,30-Oct-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,2,5625841,AKS BUILDERS PRIVATE LIMITED,27-Oct-2025 11:03 AM,Rejected-Finance,L3,06-Nov-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5623494,bsa construction,26-Oct-2025 06:57 PM,Rejected-Finance,L2,06-Nov-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
