Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,000",Nil,Nil,No,1.0,SBI Bank,SILT CLEARANCE/SCRAPPING OF TAIMURYA DY KM 0.00 TO 10.500,SILT CLEARANCE/SCRAPPING OF TAIMURYA DY KM 0.00 TO 10.500,Please refer Tender documents. ,NA ,"3,15,000",Civil Works - Canal,NA ,Tender,90.0,30.0,UNNAO,209801.0,NA ,NA ,NA ,EE ID UNNAO,No ,No,1,Fee/PreQual/Technical,.pdf,FEE/ TECHNICAL DOCUMENT,07-Nov-2025 03:00 PM,13-Nov-2025 03:00 PM,07-Nov-2025 03:00 PM,13-Nov-2025 02:00 PM,NA ,NA ,07-Nov-2025 03:00 PM,13-Nov-2025 02:00 PM,13-Nov-2025 04:15 PM,"6,300",No,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||ID, unnao",01/EE/2025-2026,2025_UPIDC_1083624_31,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE ID UNNAO,EE ID UNNAO,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||ID, unnao",2025_UPIDC_1083624_31,01/EE/2025-2026,SILT CLEARANCE/SCRAPPING OF TAIMURYA DY KM 0.00 TO 10.500,1,5666388,M/s Veeru Construction,10-Nov-2025 04:54 PM,Accepted-AOC,1,11-Dec-2025 02:56 PM,DEEPAK YADAV,Internal,MUKESH KUMAR VAISH VIVEK SRIVASTAVA,Deepak Yadav,14-Nov-2025 12:08 PM,finsummary_1998542.pdf (487.63 KB),Finance,admitted,Deepak Yadav,14-Nov-2025 12:04 PM,,BOQ Comparative Chart,1.0,5666388.0,M/s Veeru Construction,INR,"294,415",DEEPAK YADAV,Internal,MUKESH KUMAR VAISH VIVEK SRIVASTAVA,Deepak Yadav,13-Nov-2025 03:57 PM,13-Nov-2025 04:15 PM,techsummary_1998542.pdf (471.40 KB),Technical,admitted,Deepak Yadav,13-Nov-2025 03:44 PM,,14-Nov-2025,"INR 294,415",30.0,Deepak Yadav,11-Dec-2025 02:56 PM,taimurya.pdf (413.00 KB),admitted,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5665702,SMT PREMA,13-Nov-2025 11:10 AM,Rejected-Finance,l2,14-Nov-2025 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
