Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Engineer,"Office of the Executive Engineer, SNK-4, Gonda","6,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,1.0,SBI Bank,13-Nov-2025 10:00 AM,18-Nov-2025 04:00 PM,13-Nov-2025 10:00 AM,18-Nov-2025 03:00 PM,NA ,NA ,13-Nov-2025 10:00 AM,18-Nov-2025 03:00 PM,19-Nov-2025 02:00 PM,03/EE/2025-26 lot No.3,Silt clearance/Scrapping Work of Kaudiya dy from km 0.000 to 8.700 (Rabi Fasli 1433 (Year 2025-26) District Gonda),As per NIT document. ,NA ,"2,86,960",Civil Works - Canal,NA ,Tender,90.0,15.0,Gonda,271602.0,NA ,NA ,NA ,"Office of the Executive Engineer, SNK-4, Gonda",No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||XV Circle Irrigation Work, Gonda||SCD-4, gonda",03/EE/2025-26,2025_UPIDC_1083636_19,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,677.0,Nil,Nil,No,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||XV Circle Irrigation Work, Gonda||SCD-4, gonda",2025_UPIDC_1083636_19,03/EE/2025-26,03/EE/2025-26 lot No.3,1,5683791,M/D U P CONSTRUCTION,18-Nov-2025 01:23 PM,Accepted-AOC,Ist lowest,20-Dec-2025 02:29 PM,Finance,Four bids found responsive,Durgesh Garg,19-Nov-2025 05:04 PM,finance_2001813.pdf,BOQ Comparative Chart,Durgesh garg,Internal,"Satish Kumar, EE, SNK-4,Gonda.",Durgesh Garg,19-Nov-2025 05:11 PM,finsummary_2001813.pdf (149.26 KB),1.0,5683791.0,M/D U P CONSTRUCTION,INR,"269,805.9",Durgesh garg,Internal,"Satish Kumar, EE, SNK-3, Gonda",Durgesh Garg,18-Nov-2025 07:05 PM,19-Nov-2025 02:00 PM,techsummary_2001813.pdf (233.40 KB),Technical,Five bids found,Durgesh Garg,18-Nov-2025 06:58 PM,technical_2001813.pdf,25-Nov-2025,"INR 269,805.9",15.0,Durgesh Garg,20-Dec-2025 02:28 PM,lot3.pdf (59.00 KB),AOC,AOC
,,,,,,,,,,.pdf,Bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5683946,M/s Anil Kumar Srivastava Contractor,18-Nov-2025 01:42 PM,Rejected-Finance,IVth lowest,19-Nov-2025 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5684241,M/S SANTOSH KUMAR CONTRECTOR AND GENRERAL,18-Nov-2025 12:02 AM,Rejected-Finance,IIIrd lowest,19-Nov-2025 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5683903,M/S SHIVRAM DUBEY CONTRECTOR,17-Nov-2025 10:34 PM,Rejected-Finance,IInd lowest,19-Nov-2025 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5685252,M/S SUSHIL KUMAR SINGH CONTACTOR,18-Nov-2025 02:00 PM,Rejected-Technical,Due to not full filling Para 9 G of Rules and condition.,18-Nov-2025 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
