Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Zp Amethi,Internal,,Vasu Krishna,26-Sep-2025 01:36 PM,26-Sep-2025 01:40 PM,techsummary_1959317.pdf (332.08 KB),Technical,Summary,Vasu Krishna,26-Sep-2025 12:28 PM,,30-Dec-2025,"INR 2,204,886.06",90.0,Vasu Krishna,30-Dec-2025 02:51 PM,ffffffffffffff.pdf (193.00 KB),1,5534509,KUSHAGRA ENTERPRISES,14-Sep-2025 07:14 PM,Rejected-Finance,L3,29-Sep-2025 04:45 PM,Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1073328_33,875/Nivida/ZP/2025-26 Date- 10-09-2025,Work No 33 Gram sabha pendara ke poore Anoop ka purva ke keshariya baba ka talab ka saundarikaran,1.0,5533367.0,rajan trading company,INR,"2,204,886.06",Zp Amethi,Internal,,Vasu Krishna,29-Sep-2025 04:45 PM,finsummary_1959317.pdf (332.08 KB),Finance,Summary,Vasu Krishna,26-Sep-2025 03:19 PM,,BOQ Comparative Chart,AOC,"2,603",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,12-Sep-2025 12:00 PM,17-Sep-2025 01:00 PM,12-Sep-2025 12:00 PM,17-Sep-2025 12:00 PM,NA ,NA ,12-Sep-2025 12:00 PM,17-Sep-2025 12:00 PM,26-Sep-2025 01:40 PM,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,Panchayati Raj Department||Zila Panchayat Amethi,875/Nivida/ZP/2025-26 Date- 10-09-2025,2025_UPPRD_1073328_33,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"44,120",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Technical,Work No 33 Gram sabha pendara ke poore Anoop ka purva ke keshariya baba ka talab ka saundarikaran,Work No 33 Gram sabha pendara ke poore Anoop ka purva ke keshariya baba ka talab ka saundarikaran,Please refer Tender documents. ,NA ,"22,05,989",Civil Works - Others,NA ,Tender,30.0,30.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,AOC
,,,,,,,,,,,,,,,,,,2,5533442,M/S PIYUSH TRADERS,14-Sep-2025 09:53 AM,Rejected-Finance,L2,29-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,5533367,rajan trading company,14-Sep-2025 10:06 AM,Accepted-AOC,L1,30-Dec-2025 02:51 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,AOC
