Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
03-Dec-2025,"INR 1,846,080",30.0,Sanjay Mataray,03-Dec-2025 09:49 PM,AOC15.pdf (141.00 KB),AS PER BOQ,Technical,6 contractors have been participated and admitted to Technical Evaluation process.,Sanjay Mataray,18-Oct-2025 09:42 AM,,SANJAY MATARAY,Internal,BODHAI RAM,Sanjay Mataray,18-Oct-2025 12:15 PM,24-Oct-2025 10:00 AM,techsummary_1974321.pdf (179.19 KB),1.0,5597851.0,M/s Vikash Kumar Dubey,INR,"1,846,080",SANJAY MATARAY,Internal,BODHAI RAM,Sanjay Mataray,02-Dec-2025 08:44 PM,finsummary_1974321.pdf (179.19 KB),Finance,6 contractors have been participated and admitted to financial evaluation.,Sanjay Mataray,24-Oct-2025 03:31 PM,,BOQ Comparative Chart,1,5592629,M/S Anil Kumar Rai,14-Oct-2025 10:16 AM,Rejected-Finance,AS PER BOQ,02-Dec-2025 08:44 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID-2, deoria",2025_UPIDC_1079274_15,01/EE/2025-26 DT. 26-09-2025,Silt clearance,AOC,"42,000",No,fixed,,Nil,Nil,Silt clearance,silt clearance of hata dy in between Km 22.200. to Km 58.200,AS PER NIT ,NA ,"20,51,200",Civil Works - Canal,NA ,Tender,90.0,30.0,HATA DY,274001.0,NA ,NA ,NA ,OFFICE OF EE ID-2 DEORIA,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID-2, deoria",01/EE/2025-26 DT. 26-09-2025,2025_UPIDC_1079274_15,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,06-Oct-2025 10:00 AM,14-Oct-2025 02:00 PM,06-Oct-2025 10:00 AM,14-Oct-2025 12:00 PM,NA ,NA ,06-Oct-2025 10:00 AM,14-Oct-2025 12:00 PM,24-Oct-2025 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENTS,EE ID-2 DEORIA,OFFICE OF EE ID-2 DEORIA,1.0,SBI Bank,"2,354",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5605100,M/S ARYA ENTERPRISES,13-Oct-2025 07:47 PM,Rejected-Finance,AS PER BOQ,02-Dec-2025 08:44 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5597851,M/s Vikash Kumar Dubey,13-Oct-2025 03:08 PM,Accepted-AOC,L1,03-Dec-2025 09:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5605007,RAM NARAYAN YADAV,13-Oct-2025 07:28 PM,Rejected-Finance,AS PER BOQ,02-Dec-2025 08:44 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5604621,Sri Prakash Shukla,13-Oct-2025 05:46 PM,Rejected-Finance,AS PER BOQ,02-Dec-2025 08:44 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5604598,S. S. TRADERS,13-Oct-2025 10:34 PM,Rejected-Finance,AS PER BOQ,02-Dec-2025 08:44 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
