Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
PRADEEP KUMAR SINGH,Internal,EE S P CHAUDHARY,Pradeep Kumar Singh,01-Nov-2025 06:21 PM,03-Nov-2025 01:00 PM,techsummary_1985589.pdf (220.49 KB),26-Dec-2025,"INR 128,354.6",21.0,Pradeep Kumar Singh,26-Dec-2025 05:30 PM,atarsuiyasilt2025.pdf (421.00 KB),aoc,Technical,One bid rejeceted and three bid accepted,Pradeep Kumar Singh,01-Nov-2025 06:19 PM,technical_1985589.pdf,Finance,all bid admitted,Pradeep Kumar Singh,26-Dec-2025 05:24 PM,,BOQ Comparative Chart,PRADEEP KUMAR SINGH,Internal,eespchaudhary and div accountant,Pradeep Kumar Singh,26-Dec-2025 05:28 PM,finsummary_1985589.pdf (420.72 KB),1.0,5632570.0,KAMLESH KUMAR YADAV,INR,"128,354.6","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",2025_UPIDC_1083775_11,03/EE/2025-26,Scraping Of Bed and side slope with jungle clearance of Atarsuiya mr from km 0.000 to 3.200 and Gadaiya Mr second From km 0.000 to 0.800 and semari Mr From km 0.000 2.200,1,5632371,BPS CONSTRUCTION COMPANY,27-Oct-2025 02:12 PM,Rejected-Finance,2nd,26-Dec-2025 05:28 PM,AOC,EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,Scraping Of Bed and side slope with jungle clearance of Atarsuiya mr from km 0.000 to 3.200 and Gadaiya Mr second From km 0.000 to 0.800 and semari Mr From km 0.000 2.200,Scraping Of Bed and side slope with jungle clearance of Atarsuiya mr from km 0.000 to 3.200 and Gadaiya Mr second From km 0.000 to 0.800 and semari Mr From km 0.000 2.200,Please refer Tender documents. ,NA ,"1,60,000",Civil Works - Canal,NA ,Rate Contract,90.0,21.0,PRAYAGRAJ,211001.0,NA ,NA ,NA ,PRAYAGRAJ,No ,No,"3,200",Yes,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",03/EE/2025-26,2025_UPIDC_1083775_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,589.0,Nil,Nil,No,18-Oct-2025 12:00 PM,28-Oct-2025 11:00 AM,18-Oct-2025 12:00 PM,28-Oct-2025 11:00 AM,NA ,NA ,18-Oct-2025 12:00 PM,28-Oct-2025 11:00 AM,03-Nov-2025 01:00 PM,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5634026,J.K. CONSTRUCTION,28-Oct-2025 10:40 AM,Rejected-Finance,3rd,26-Dec-2025 05:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5632570,KAMLESH KUMAR YADAV,28-Oct-2025 08:50 AM,Accepted-AOC,aoc,26-Dec-2025 05:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5633072,M/S DHANSHYAM ENTERPRISES,27-Oct-2025 05:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Nov-2025 06:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
