Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,1.0,DD - Demand Draft,"1,180",SERVICE MANAGER UPSRTC GORAKHPUR,GORAKHPUR,No,GKP DEPOT BUS MAINTENANCE JOB WISE,GKP DEPOT BUS MAINTENANCE JOB WISE,Please refer Tender documents. ,NA ,,Repair and Maintenance Services,NA ,Tender,90.0,NA ,SM OFFICE UPSRTC GORAKHPUR,273001.0,NA ,NA ,NA ,SM OFFICE UPSRTC GORAKHPUR,No ,No,U.P. State Road Transport Corporation||Chief General Manager(Technical),GR/SM/GKP/2388,2025_UPSRT_1091779_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,"25,000",Yes,fixed,,SERVICE MANAGER UPSRTC GORAKHPUR,GORAKHPUR,19-Nov-2025 01:00 PM,03-Dec-2025 12:00 PM,19-Nov-2025 01:00 PM,03-Dec-2025 12:00 PM,NA ,NA ,19-Nov-2025 01:00 PM,03-Dec-2025 12:00 PM,05-Dec-2025 01:00 PM,SERVICE MANAGER UPSRTC GKP,SM OFFICE UPSRTC GORAKHPUR,AOC,Technical,Admitted,Mukesh Kumar,05-Dec-2025 10:45 AM,technical_2005747.pdf,REGIONAL MANAGER,Internal,"RM, SM, ARM, AAO",Mukesh Kumar,22-Dec-2025 04:34 PM,finsummary_2005747.pdf (184.66 KB),Finance,Admitted,Mukesh Kumar,22-Dec-2025 03:56 PM,,BOQ Comparative Chart,REGIONAL MANAGER,Internal,"R.M., S.M., A.R.M., A.A.O",Mukesh Kumar,05-Dec-2025 12:11 PM,05-Dec-2025 01:00 PM,techsummary_2005747.pdf (445.08 KB),01-Jan-2026,"INR 61,063",1096.0,Mukesh Kumar,23-Dec-2025 12:24 PM,GKP_ETENDER.pdf (3025.00 KB),1,5715719,kutubudeen contractor,03-Dec-2025 11:20 AM,Accepted-AOC,LOWEST,23-Dec-2025 12:29 PM,1.0,5715719.0,kutubudeen contractor,INR,"61,063",U.P. State Road Transport Corporation||Chief General Manager(Technical),2025_UPSRT_1091779_1,GR/SM/GKP/2388,GKP DEPOT BUS MAINTENANCE JOB WISE,AOC
2.0,Finance,.xls,FINANCIAL,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5713010,MOHD FURKAN CONTRACTOR,01-Dec-2025 11:42 AM,Rejected-Finance,HIGHER BID,22-Dec-2025 04:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5712848,SUEAIB CONTRACTOR,01-Dec-2025 11:10 AM,Rejected-Finance,HIGHER BID,22-Dec-2025 04:34 PM,,,,,,,,,,AOC
