S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,767.0,Nil,Nil,No,AS PER TENDER NOTICE-03 LOT 05,SILT CLEARENCE/SCRAPING OF HASANPUR DY. FROM KM. 0.000 TO KM. 7.974 FOR THE YEAR 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,15.0,Haidergarh,225124.0,NA ,NA ,NA ,Haidergarh,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",03/EE/2025-26,2025_UPIDC_1082813_21,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"7,200",No,fixed,,Nil,Nil,Executive Engineer,"Executive Engineer, Sharda Sahayak Division-28, Haidergarh, Barabanki.",07-Nov-2025 03:00 PM,13-Nov-2025 03:00 PM,07-Nov-2025 03:00 PM,13-Nov-2025 11:00 AM,NA ,NA ,07-Nov-2025 03:00 PM,13-Nov-2025 11:00 AM,14-Nov-2025 02:00 PM,AOC,Executive Engineer,Internal,,NAVNEET KUMAR,14-Nov-2025 04:24 PM,finsummary_1998387.pdf (539.78 KB),Finance,Summary Uploaded,NAVNEET KUMAR,14-Nov-2025 04:21 PM,finance_1998387.pdf,BOQ Comparative Chart,1.0,5664337.0,m/s mohd. zamil,INR,"355,118.06","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",2025_UPIDC_1082813_21,03/EE/2025-26,AS PER TENDER NOTICE-03 LOT 05,1,5664337,m/s mohd. zamil,12-Nov-2025 11:23 AM,Accepted-AOC,L1,17-Dec-2025 01:36 PM,Executive Engineer,Internal,,NAVNEET KUMAR,13-Nov-2025 06:44 PM,14-Nov-2025 02:00 PM,techsummary_1998387.pdf (713.48 KB),21-Nov-2025,"INR 355,118.06",15.0,NAVNEET KUMAR,17-Dec-2025 01:36 PM,Lot5.pdf (665.00 KB),AOC,Technical,Summary Uploaded,NAVNEET KUMAR,13-Nov-2025 06:41 PM,technical_1998387.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5664362,Rajesh Kumar,12-Nov-2025 11:30 AM,Rejected-Finance,L2,14-Nov-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,AOC
