Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,1 Not Admitted and 1 Admitted,Vinay Kumar Singh,21-Nov-2025 12:06 AM,,20-Dec-2025,"INR 70,000",15.0,Vinay Kumar Singh,20-Dec-2025 09:24 PM,52.pdf (363.00 KB),V.K. SINGH,Internal,,Vinay Kumar Singh,21-Nov-2025 12:53 AM,21-Nov-2025 09:00 AM,techsummary_2001874.pdf (855.01 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",2025_UPIDC_1086698_52,04/AE-IV/2025-26,"Earth Work in Silt Clearance/Scraping of Dostpur Mr. from Km. 0.000 to Km. 1.800, and Bhikhampur Mr. from Km. 0.000 to Km. 1.900",1,5684506,ANIL KUMAR YADAV,18-Nov-2025 07:29 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Nov-2025 12:06 AM,1.0,5681804.0,DEOMAN YADAV,INR,"65,151",V.K. Singh,Internal,,Vinay Kumar Singh,20-Dec-2025 09:22 PM,finsummary_2001874.pdf (362.54 KB),Finance,Admitted,Vinay Kumar Singh,20-Dec-2025 08:21 PM,,BOQ Comparative Chart,AOC,"Earth Work in Silt Clearance/Scraping of Dostpur Mr. from Km. 0.000 to Km. 1.800, and Bhikhampur Mr. from Km. 0.000 to Km. 1.900",Silt Clearance/Scraping,Please refer Tender documents. ,NA ,"70,000",Civil Works,NA ,Tender,90.0,15.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,"7,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,e-Document,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",04/AE-IV/2025-26,2025_UPIDC_1086698_52,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,13-Nov-2025 10:00 AM,19-Nov-2025 10:30 AM,13-Nov-2025 10:30 AM,18-Nov-2025 05:00 PM,NA ,NA ,13-Nov-2025 10:30 AM,18-Nov-2025 05:00 PM,21-Nov-2025 09:00 AM,ASSISTANT ENGINEER-IV,ASSISTANT ENGINEER-IV SHARDA SAHAYAK KHAND-32 AZAMGARH,59.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5681804,DEOMAN YADAV,16-Nov-2025 08:53 PM,Accepted-AOC,L1,20-Dec-2025 09:24 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
