Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
05-Dec-2025,"INR 28,700",10.0,akhilesh kumar singh,06-Dec-2025 07:45 PM,AOCDagmaramr.pdf (720.00 KB),Technical,technically fit,akhilesh kumar singh,07-Nov-2025 02:30 AM,technical_1985556.pdf,AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,07-Nov-2025 03:28 AM,07-Nov-2025 12:00 PM,techsummary_1985556.pdf (195.86 KB),Finance,Financial Summary Report,akhilesh kumar singh,05-Dec-2025 08:27 PM,finance_1985556.pdf,BOQ Comparative Chart,AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,05-Dec-2025 09:19 PM,finsummary_1985556.pdf (195.86 KB),1.0,5639652.0,M/S RAVI CONSTRUCTION,INR,"28,700","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",2025_UPIDC_1083668_23,01/EE/2025-26,Silt Clearance/Scraping work of Dagmara Mr. (km 0.000 to 1.600),1,5638920,M/S DHARMENDRA KUMAR THEKEDAR,30-Oct-2025 09:52 AM,Rejected-Finance,L2,05-Dec-2025 09:19 PM,AOC,18-Oct-2025 10:00 AM,30-Oct-2025 04:00 PM,18-Oct-2025 10:00 AM,30-Oct-2025 03:00 PM,NA ,NA ,18-Oct-2025 10:00 AM,30-Oct-2025 03:00 PM,07-Nov-2025 12:00 PM,Executive Engineer,Chittaurhgarh Bandh Nirman Khand Balrampur Saryu Nahar Colony Balrampur,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",01/EE/2025-26,2025_UPIDC_1083668_23,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Tendernotice,"3,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum for Bid Submission End date and Bid Opening Date,Date,,559.0,Nil,Nil,No,Silt Clearance/Scraping work of Dagmara Mr. (km 0.000 to 1.600),Silt Clearance/Scraping work of Dagmara Mr. (km 0.000 to 1.600),Please refer Tender documents. ,NA ,"30,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Bhinga Shrawasti,271840.0,NA ,NA ,NA ,Chittaurhgarh Bandh Nirman Khand Balrampur,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5639652,M/S RAVI CONSTRUCTION,30-Oct-2025 02:01 PM,Accepted-AOC,AOC,06-Dec-2025 07:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
