Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
17-Nov-2025,"INR 104,562.1",15.0,Vishwanath Shukla,21-Dec-2025 05:57 PM,Aoc7.pdf (292.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-I, gorakhpur",2025_UPIDC_1079102_7,01/EE/2025-26,Silt Clearance and Scrapping from Km. 0.000 to Km. 4.100 of Katwar Minor,1.0,5598565.0,M/S RAM CHARAN YADAV,INR,"104,510.62",1,5598058,M/S J. D. Enterprises,10-Oct-2025 01:07 PM,Rejected-Finance,Higher,02-Nov-2025 04:20 PM,Finance,Attached,Vishwanath Shukla,02-Nov-2025 02:27 PM,finance_1973901.pdf,BOQ Comparative Chart,VN Shukla EE,Internal,Dinesh Mohan EE,Vishwanath Shukla,23-Oct-2025 12:04 PM,23-Oct-2025 12:15 PM,techsummary_1973901.pdf (512.21 KB),Technical,Attached,Vishwanath Shukla,23-Oct-2025 12:02 PM,technical_1973901.pdf,Vn Shukla EE,Internal,Dinesh Mohan EE,Vishwanath Shukla,02-Nov-2025 04:20 PM,finsummary_1973901.pdf (512.21 KB),AOC,Executive Engineer Saryu Nahar Khand 1 Gorakhpur,Executive Engineer Saryu Nahar Khand 1 Gorakhpur,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-I, gorakhpur",01/EE/2025-26,2025_UPIDC_1079102_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Document,03-Oct-2025 10:00 AM,11-Oct-2025 11:00 AM,03-Oct-2025 10:00 AM,10-Oct-2025 05:00 PM,NA ,NA ,03-Oct-2025 10:00 AM,10-Oct-2025 05:00 PM,23-Oct-2025 12:15 PM,"2,900",No,fixed,,Nil,Nil,Silt Clearance and Scrapping from Km. 0.000 to Km. 4.100 of Katwar Minor,Silt Clearance and Scrapping from Km. 0.000 to Km. 4.100 of Katwar Minor,Please refer Tender documents. ,NA ,"1,42,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Gorakhpur,273001.0,NA ,NA ,NA ,Executive Engineer Saryu Nahar Khand 1 Gorakhpur,No ,No,1.0,SBI Bank,589.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,5595317,M/s KRISHNA CONSTRUCTION,10-Oct-2025 11:24 AM,Rejected-Finance,Higher,02-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5598565,M/S RAM CHARAN YADAV,10-Oct-2025 04:03 PM,Accepted-AOC,L1,21-Dec-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5598406,M/S SUSHILA ENTERPRISES,10-Oct-2025 03:15 PM,Rejected-Technical,Disqualified,23-Oct-2025 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5596969,RAM DARASH YADAV,09-Oct-2025 07:12 PM,Rejected-Finance,Higher,02-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,5596979,RUDRA ENTERPRISES AND SERVICES PROVIDERS,10-Oct-2025 09:20 AM,Rejected-Finance,Higher,02-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
