Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
06-Nov-2025,"INR 202,020",15.0,Mukesh Kumar Vaish,18-Dec-2025 12:18 PM,AOC25NIT08LOT02.pdf (1525.00 KB),L1,1.0,5616651.0,Raj Boux Yadav,18-Oct-2025 09:55 AM,Rejected-Finance,L2,06-Nov-2025 05:51 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1082348_2,08/EE/2025-26,Silt Clearance of Bakkas Minor from Km. 0.000 to Km. 6.500 for year 2025-26 (LOT-02),1.0,5616606.0,RAM NARESH,INR,"202,020",Technical,BID SUMMARY,Mukesh Kumar Vaish,25-Oct-2025 02:03 PM,technical_1982281.pdf,Mukesh Kumar Vaish,Internal,"Committee Chairperson/Co-ordinater Mukesh Kumar Vaish, Members NAVNEET KUMAR Executive Engineer, Members RAJEEV KUMAR Executive Engineer, Members ANIRUDDH KUMAR SINHA D.A.O.",Mukesh Kumar Vaish,06-May-2026 07:02 PM,finsummary_1982281.pdf (211.05 KB),Finance,first lowest is RAM NARESH,Mukesh Kumar Vaish,06-Nov-2025 12:10 PM,finance_1982281.pdf,BOQ Comparative Chart,Mukesh Kumar Vaish,Internal,"Executive Engineer ,ANIRUDDH KUMAR SINHA D.A.O.Committee Members NAVNEET KUMAR Executive Engineer ,ANIRUDDH KUMAR SINHA D.A.O",Mukesh Kumar Vaish,25-Oct-2025 02:13 PM,29-Oct-2025 11:00 AM,techsummary_1982281.pdf (210.69 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/EE/2025-26,2025_UPIDC_1082348_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,14-Oct-2025 10:00 AM,21-Oct-2025 02:30 PM,14-Oct-2025 10:00 AM,21-Oct-2025 02:00 PM,NA ,NA ,14-Oct-2025 10:00 AM,21-Oct-2025 02:00 PM,29-Oct-2025 11:00 AM,Silt Clearance of Bakkas Minor from Km. 0.000 to Km. 6.500 for year 2025-26 (LOT-02),Silt Clearance of Bakkas Minor from Km. 0.000 to Km. 6.500 for year 2025-26 (LOT-02),AS PER NIT ,NA ,"2,13,275",Civil Works,CANAL ,Rate Contract,90.0,15.0,BAKKAS MINOR GOSAINGANG,226001.0,NA ,NA ,NA ,"EXECUTIVE ENGINEER, LUCKNOW DIVISION SHARDA NAHAR,",No ,No,EXECUTIVE ENGINEER,"EXECUTIVE ENGINEER, LUCKNOW DIVISION SHARDA NAHAR, SAROJINI NAIDU MARG, CANT LUCKNOW",677.0,Nil,Nil,No,"4,266",Yes,percentage,2.0%,Nil,Nil,AOC
,,,,,,,2.0,5616606.0,RAM NARESH,18-Oct-2025 11:30 AM,Accepted-AOC,L1,18-Dec-2025 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,BID DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,TECHNICAL SPECIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
