S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5650698.0,M/S Kamlesh Kumar Singh,INR,"762,109.58","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||RDSSC, raibareilly",2025_UPIDC_1086516_1,3304/rkd/2025-26 date 15-10-2025,silt clearance lot 15,1,5650698,M/S Kamlesh Kumar Singh,04-Nov-2025 11:54 AM,Accepted-AOC,accpted aoc,02-Dec-2025 01:04 PM,27-Nov-2025,"INR 762,109.58",12.0,SUSHIL YADAV,02-Dec-2025 01:04 PM,15s.pdf (138.00 KB),aoc,sushil yadav,Internal,ashutosh sarswat,SUSHIL YADAV,10-Nov-2025 06:07 PM,11-Nov-2025 11:00 AM,techsummary_1992230.pdf (148.60 KB),Finance,admin,SUSHIL YADAV,11-Nov-2025 02:08 PM,,BOQ Comparative Chart,sushil yadav,Internal,ashutosh sarswat,SUSHIL YADAV,12-Nov-2025 01:48 PM,finsummary_1992230.pdf (136.74 KB),Technical,admit,SUSHIL YADAV,10-Nov-2025 04:46 PM,,AOC,EE,rdssc,1,Fee/PreQual/Technical,.pdf,nit,1.0,SBI Bank,29-Oct-2025 11:00 AM,04-Nov-2025 02:00 PM,29-Oct-2025 11:00 AM,04-Nov-2025 12:00 PM,NA ,NA ,29-Oct-2025 11:00 AM,04-Nov-2025 12:00 PM,11-Nov-2025 11:00 AM,"80,000",Yes,fixed,,Nil,Nil,silt clearance lot 15,silt clearance lot 15,Please refer Tender documents. ,NA ,"7,99,000",Civil Works - Canal,NA ,Tender,90.0,12.0,raebareli,229001.0,NA ,NA ,NA ,Raebareli,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||RDSSC, raibareilly",3304/rkd/2025-26 date 15-10-2025,2025_UPIDC_1086516_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,AOC
,,,,,,,,,2,5650968,M/S ROHIT ENTERPRISES,04-Nov-2025 11:14 AM,Rejected-Finance,2,12-Nov-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
