Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
SILT CLEARENCE FROM KM. 0.000 TO 2.800 OF NAROTTAMPUR MR. AND KM. 0.000 TO 7.800 OF MAKRANDPUR MR.,SILT CLEARENCE FROM KM. 0.000 TO 2.800 OF NAROTTAMPUR MR. AND KM. 0.000 TO 7.800 OF MAKRANDPUR MR.,Plz refer Tender Documents ,NA ,"2,72,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Bahraich,271801.0,NA ,NA ,NA ,"Executive Engineer, Saryu Nahar Khand-I, Bahraich",No ,No,1.0,SBI Bank,677.0,Nil,Nil,No,Executive Egnineer,"Office of the Executive Engineer, Saryu Nahar Khand-I, Bahraich",13-Oct-2025 09:00 AM,18-Oct-2025 04:30 PM,13-Oct-2025 11:00 AM,18-Oct-2025 04:00 PM,NA ,NA ,13-Oct-2025 11:00 AM,18-Oct-2025 04:00 PM,06-Nov-2025 01:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||Irrigation Construction Circle, Bahraich||SCD-1, bahraich",03/EE/2025-26,2025_UPIDC_1082147_30,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"5,440",Yes,fixed,,Nil,Nil,AOC,Executive Engineer,Internal,EE_SNK4BRH_and_DAO_SNK1BRH,HAESH KUMAR,08-Nov-2025 05:15 PM,finsummary_1981557.pdf (439.07 KB),Finance,BOS,HAESH KUMAR,08-Nov-2025 05:10 PM,finance_1981557.pdf,BOQ Comparative Chart,1.0,5614147.0,BINNU SINGH CONTRACTOR,INR,"268,935.57",1.0,5614147.0,BINNU SINGH CONTRACTOR,18-Oct-2025 09:27 AM,Accepted-AOC,AOC,04-Dec-2025 05:27 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||Irrigation Construction Circle, Bahraich||SCD-1, bahraich",2025_UPIDC_1082147_30,03/EE/2025-26,SILT CLEARENCE FROM KM. 0.000 TO 2.800 OF NAROTTAMPUR MR. AND KM. 0.000 TO 7.800 OF MAKRANDPUR MR.,Executive Engineer,Internal,EE_SNK4BRH_and_DAO_SNKIBRH,HAESH KUMAR,04-Nov-2025 03:23 PM,06-Nov-2025 01:00 PM,techsummary_1981557.pdf (120.45 KB),14-Nov-2025,"INR 268,935.57",20.0,HAESH KUMAR,04-Dec-2025 05:27 PM,1082147_30.pdf (507.00 KB),AOC,Technical,Bos,HAESH KUMAR,19-Oct-2025 03:35 PM,technical_1981557.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Documents,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,5614192.0,JAMAL AHMAD CONTRACTOR,18-Oct-2025 09:16 AM,Rejected-Finance,L2,08-Nov-2025 05:15 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
