Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"1,683",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,Panchayati Raj Department||Zila Panchayat Amethi,240/Nivida/ZP/2025-26 Date- 22-07-2025,2025_UPPRD_1064082_111,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"28,517",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,Work No 111 Gramsabha Bhavsinghpur ke Bhuvalapur me kalikan- Vishesarganj marg se Anil Maurya ke Ghar tak C.c.,Work No 111 Gramsabha Bhavsinghpur ke Bhuvalapur me kalikan- Vishesarganj marg se Anil Maurya ke Ghar tak C.c.,Please refer Tender documents. ,NA ,"14,25,867",Civil Works - Others,NA ,Tender,90.0,90.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,1,DD - Demand Draft,11-Aug-2025 12:00 PM,18-Aug-2025 02:30 PM,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,NA ,NA ,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,16-Sep-2025 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical,AOC,1,5437091,M/S AMIT ENTERPRISES,16-Aug-2025 01:49 PM,Rejected-Finance,L2,27-Sep-2025 03:19 PM,Technical,Summary,Ram Bachan Ram,12-Sep-2025 04:32 PM,,Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1064082_111,240/Nivida/ZP/2025-26 Date- 22-07-2025,Work No 111 Gramsabha Bhavsinghpur ke Bhuvalapur me kalikan- Vishesarganj marg se Anil Maurya ke Ghar tak C.c.,1.0,5432539.0,Ms Shyam Construction,INR,"1,424,441.623",Zp Amethi,Internal,,Ram Bachan Ram,16-Sep-2025 03:50 PM,16-Sep-2025 04:00 PM,techsummary_1940520.pdf (321.29 KB),Finance,Summary,Vasu Krishna,17-Sep-2025 04:38 PM,,BOQ Comparative Chart,22-Dec-2025,"INR 1,424,441.623",90.0,Vasu Krishna,22-Dec-2025 04:01 PM,ffffffffffffff.pdf (193.00 KB),Zp Amethi,Internal,,Ram Bachan Ram,27-Sep-2025 03:19 PM,finsummary_1940520.pdf (481.80 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,2.0,Finance,.xls,Finance,AOC,2,5432539,Ms Shyam Construction,15-Aug-2025 11:56 AM,Accepted-AOC,L1,22-Dec-2025 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,AOC,3,5438644,YADU NANDAN YADAV,16-Aug-2025 06:07 PM,Rejected-Finance,L2,27-Sep-2025 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
