Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technical,1.0,BG - Bank Guarantee,"1,99,400",No,fixed,,EE CD E and M U.P. Jal Nigam Urban Varanasi,Varanasi,Executive Engineer,EE CD E and M U.P. Jal Nigam Urban Varanasi,10-Nov-2025 03:45 PM,10-Dec-2025 01:00 PM,10-Nov-2025 03:45 PM,09-Dec-2025 05:00 PM,NA ,NA ,10-Nov-2025 03:45 PM,09-Dec-2025 05:00 PM,16-Dec-2025 03:00 PM,"Operation and Maintenance of Konia MPS, Varanasi","Operation and Maintenance of Konia MPS, Varanasi",As per NIT and Tender Document  ,NA ,,Repair and Maintenance Works,"Running, operation and maintenance  ",Rate Contract,120.0,365.0,Varanasi,221112.0,NA ,NA ,NA ,EE CD E and M U.P. Jal Nigam Urban Varanasi,No ,No,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (E-M), Lucknow||SE, Elect Mech Circle, Kanpur Nagar||EE Elect Mech Unit Kanpur Nagar",1866/E-TENDER/34 DATED 04.11.2025,2025_UPJNM_1089579_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"5,900",EE CD E and M U.P. Jal Nigam Urban Varanasi,Varanasi,No,AOC,P.K.GUPTA,Internal,EE AE JET DA,Pawan Kumar Gupta,15-Dec-2025 04:26 PM,16-Dec-2025 03:00 PM,techsummary_2000365.pdf (1011.48 KB),Finance,Bid opening summary,Pawan Kumar Gupta,20-Dec-2025 11:35 AM,finance_2000365.pdf,BOQ Comparative Chart,P.K.GUPTA,Internal,EE AE JET DA,Pawan Kumar Gupta,20-Dec-2025 12:11 PM,finsummary_2000365.pdf (1047.77 KB),Technical,Bid opening summary,Pawan Kumar Gupta,12-Dec-2025 04:02 PM,technical_2000365.pdf,1,5731964,chaudhary engineering works,09-Dec-2025 02:45 PM,Rejected-Finance,As per Financial Evaluation,20-Dec-2025 12:11 PM,1.0,5728337.0,M/S TURBO POWER,INR,"7,237,837.41","U P Jal Nigam (HQ), Lucknow||Chief Engineer (E-M), Lucknow||SE, Elect Mech Circle, Kanpur Nagar||EE Elect Mech Unit Kanpur Nagar",2025_UPJNM_1089579_1,1866/E-TENDER/34 DATED 04.11.2025,"Operation and Maintenance of Konia MPS, Varanasi",01-Jan-2026,"INR 7,237,837.41",365.0,Pawan Kumar Gupta,29-Dec-2025 03:02 PM,koniaoandmaoc.pdf (1321.00 KB),As per AOC,AOC
2.0,Finance,.xls,Financial,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5728337,M/S TURBO POWER,09-Dec-2025 09:02 AM,Accepted-AOC,As per AOC,29-Dec-2025 03:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5731631,Pioneer Drilling Company Pvt. Ltd.,09-Dec-2025 12:37 PM,Rejected-Finance,As per Financial Evaluation,20-Dec-2025 12:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5732119,SUPER ENGINEERING CORPORATION,09-Dec-2025 04:07 PM,Rejected-Finance,As per Financial Evaluation,20-Dec-2025 12:11 PM,,,,,,,,,,,,,,,,,AOC
