Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow||Unit-08 Lucknow,07/PCL/PM/UNIT-8/2025-26/Dated 15.10.2025,2025_UPPRC_1082845_1,Yes,Open Tender,Percentage,Goods,2.0,No,No,Online,No,No,No,"5,000",No,fixed,,Nil,Nil,PROJECT MANAGER,"Indra Puri Near Police Chauki, Bhola Kheda Lucknow","3,540",Nil,Nil,No,1.0,SBI Bank,16-Oct-2025 11:00 AM,27-Oct-2025 04:00 PM,16-Oct-2025 11:00 AM,27-Oct-2025 03:00 PM,NA ,NA ,16-Oct-2025 11:00 AM,27-Oct-2025 03:00 PM,17-Nov-2025 03:00 PM,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,CONSTRUCTION OF OFFICE CABIN FOR SOCIAL AUDIT NIDESHALAYA AT DISTT. -LUCKNOW (U.P.),CONSTRUCTION OF OFFICE CABIN FOR SOCIAL AUDIT NIDESHALAYA AT DISTT. -LUCKNOW (U.P.),Please refer Tender documents. ,NA ,"2,36,000",Civil Construction Goods,NA ,Tender,30.0,30.0,LUCKNOW,226006.0,NA ,NA ,NA ,LUCKNOW,No ,No,AOC,PROJECT MANAGER,Internal,PM UNIT8 AND UNIT 14 LUCKNOW ACCTT UPPCL UNIT8 LUCKNOW,Vinay Kumar Jain,17-Nov-2025 01:54 PM,17-Nov-2025 03:00 PM,techsummary_1983308.pdf (411.36 KB),Finance,Financial bid copy,Vinay Kumar Jain,06-Dec-2025 02:51 PM,finance_1983308.pdf,BOQ Comparative Chart,PROJECT MANAGER,Internal,,Vinay Kumar Jain,06-Dec-2025 06:42 PM,finsummary_1983308.pdf (411.36 KB),Technical,technical committee report,Vinay Kumar Jain,17-Nov-2025 01:39 PM,technical_1983308.pdf,1,5627048,LAKSHYA ENTERPRISES,26-Oct-2025 06:09 PM,Accepted-AOC,accepted,06-Dec-2025 03:26 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow||Unit-08 Lucknow,2025_UPPRC_1082845_1,07/PCL/PM/UNIT-8/2025-26/Dated 15.10.2025,CONSTRUCTION OF OFFICE CABIN FOR SOCIAL AUDIT NIDESHALAYA AT DISTT. -LUCKNOW (U.P.),1.0,5627048.0,LAKSHYA ENTERPRISES,INR,"234,500",06-Dec-2025,"INR 234,500",30.0,Vinay Kumar Jain,06-Dec-2025 03:26 PM,loa.pdf (858.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5627075,M/S GOPAL JI TRADERS,26-Oct-2025 07:47 PM,Rejected-AOC,Rejected,06-Dec-2025 03:26 PM,,,,,,,,,,,,,,,,AOC
