S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Tender Stage
1.0,5750975.0,HARI OM SINGH,16-Dec-2025 02:52 PM,Accepted-AOC,L1,31-Dec-2025 04:42 PM,1.0,5750975.0,HARI OM SINGH,INR,"1,269,464.95",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1098450_1,940/UPRNSS/EXEN/AYO/25-26 DT 08-12-25,Construction of C.C. Road at Main road to High tech Nursery in Krishi Vigan Kendra Madhupur Masaudha Ayodhya,31-Dec-2025,"INR 1,270,100",90.0,Satendra Singh Sikarwar,31-Dec-2025 04:42 PM,financialccroad.pdf (1376.00 KB),Construction of C.C. Road at Main road to High tech Nursery in Krishi Vigan Kendra Madhupur Masaudha Ayodhya,EXEN,Internal,technical,Satendra Singh Sikarwar,30-Dec-2025 04:16 PM,30-Dec-2025 04:30 PM,techsummary_2023259.pdf (618.02 KB),Finance,financial,Satendra Singh Sikarwar,31-Dec-2025 04:35 PM,finance_2023259.pdf,BOQ Comparative Chart,EXEN,Internal,Financial,Satendra Singh Sikarwar,31-Dec-2025 04:38 PM,finsummary_2023259.pdf (1376.40 KB),Technical,technical,Satendra Singh Sikarwar,30-Dec-2025 04:12 PM,technical_2023259.pdf,AOC,11-Dec-2025 06:00 PM,22-Dec-2025 11:00 AM,11-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,NA ,NA ,11-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,30-Dec-2025 04:30 PM,"38,103",No,percentage,3.0%,UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,AYODHYA,"4,720",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,AYODHYA,No,Construction of C.C. Road at Main road to High tech Nursery in Krishi Vigan Kendra Madhupur Masaudha Ayodhya,Construction of C.C. Road at Main road to High tech Nursery in Krishi Vigan Kendra Madhupur Masaudha Ayodhya,Please refer Tender documents. ,EXEN ,"12,70,100",Civil Works,NA ,Tender,90.0,90.0,Krishi Vigan Kendra Madhupur Masaudha Ayodhya,204001.0,UPRNSS OFFICE AYODHYA ,EXEN OFFICE UPRNSS 19T-1-152 Avdhutnagar colony devkali bypass Ayodhya ,18-Dec-2025 11:00 AM ,EXEN OFFICE UPRNSS 19T-1-152 Avdhutnagar colony de,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT1,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,940/UPRNSS/EXEN/AYO/25-26 DT 08-12-25,2025_UPRNS_1098450_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,exen,EXEN OFFICE UPRNSS 19T-1-152 Avdhutnagar colony devkali bypass Ayodhya,AOC
2.0,5757012.0,LATA ENTERPRISES,19-Dec-2025 02:44 PM,Rejected-Technical,reject reg not val.,30-Dec-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT2,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,AOC
3.0,5758443.0,RAGHUVANSHI MANI SINGH THEKEDAR,20-Dec-2025 10:18 AM,Rejected-Technical,reject req letter,30-Dec-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BOQ,,,,,,,,,,,,,,,3,BG - Bank Guarantee,,,AOC
4.0,5759197.0,Raghvendra And Associates,20-Dec-2025 02:58 PM,Rejected-Finance,L2,31-Dec-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,4,FDR - Fixed Deposit,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,RTGS - RTGS Payment,,,AOC
