S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,5681049.0,SINGH CONSTRUCTION,INR,"688,805.8","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||Sharda Sahayak Division 41 Amethi",2025_UPIDC_1087588_2,04/EE/SSK41/2025-26,Silt Clearance of Jais Distributary From Km. 8.000 to Km. 16.300,1,5676021,M/S RISHIRAJ BUILDERS AND SUPPLIERS,14-Nov-2025 12:06 PM,Rejected-Finance,as per bid,26-Nov-2025 11:25 AM,23-Dec-2025,"INR 688,805.8",14.0,Manish Ranjan,02-Dec-2025 04:49 PM,Jais.pdf (449.00 KB),Manish Ranjan,Internal,as per attachment,Manish Ranjan,18-Nov-2025 03:20 PM,18-Nov-2025 03:30 PM,techsummary_2001312.pdf (299.53 KB),Finance,as per attachment,Manish Ranjan,26-Nov-2025 11:20 AM,finance_2001312.pdf,BOQ Comparative Chart,Manish Ranjan,Internal,as per attachment,Manish Ranjan,26-Nov-2025 11:25 AM,finsummary_2001312.pdf (299.53 KB),Technical,as per attachment,Manish Ranjan,18-Nov-2025 03:18 PM,technical_2001312.pdf,AOC,1,Fee/PreQual/Technical,.pdf,Tender Document,836.0,Nil,Nil,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||Sharda Sahayak Division 41 Amethi",04/EE/SSK41/2025-26,2025_UPIDC_1087588_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"14,080",No,fixed,,Nil,Nil,Executive Engineer sharda Sahayak Khand 41 Aemthi,Office of Executive Engineer Sharda Sahyak Khand 41 Amethi,12-Nov-2025 10:00 AM,17-Nov-2025 02:00 PM,12-Nov-2025 10:00 AM,17-Nov-2025 01:00 PM,NA ,NA ,12-Nov-2025 10:00 AM,17-Nov-2025 01:00 PM,18-Nov-2025 03:30 PM,Silt Clearance of Jais Distributary From Km. 8.000 to Km. 16.300,Silt Clearance of Jais Distributary From Km. 8.000 to Km. 16.300,Please refer Tender documents. ,NA ,"7,04,000",Civil Works - Canal,NA ,Tender,90.0,NA ,Amethi,227409.0,NA ,NA ,NA ,Gauriganj,No ,No,AOC
,,,,,,,,,2,5681049,SINGH CONSTRUCTION,16-Nov-2025 12:08 PM,Accepted-AOC,as per bid,02-Dec-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
