Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
18-Dec-2025,"INR 1,338,917.52",30.0,Binod kumar Singh,18-Dec-2025 04:59 PM,finsummary.pdf (740.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",2025_UPIDC_1080143_1,11/EE/2025-26,Construction of Parapet wall on Left Bank of Jarcha Dy. From Km. 12.980 to Km. 13.580 in Village Bharana.,1.0,5599661.0,M/s SHASHAVEER SINGH CONTRACTOR AND SUPPLIERS,INR,"1,338,917.52",1,5599180,M/S RINKU CONTRACTOR,11-Oct-2025 09:38 AM,Rejected-Finance,L-2,18-Dec-2025 04:49 PM,Finance,As per file Attached,Binod kumar Singh,27-Oct-2025 03:39 PM,finance_1976276.pdf,BOQ Comparative Chart,EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,25-Oct-2025 11:45 AM,27-Oct-2025 11:00 AM,techsummary_1976276.pdf (740.16 KB),Technical,As per file Attached,Binod kumar Singh,14-Oct-2025 07:39 PM,technical_1976276.pdf,EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,18-Dec-2025 04:49 PM,finsummary_1976276.pdf (740.16 KB),AOC,06-Oct-2025 10:00 AM,11-Oct-2025 03:00 PM,06-Oct-2025 10:00 AM,11-Oct-2025 02:00 PM,NA ,NA ,06-Oct-2025 10:00 AM,11-Oct-2025 02:00 PM,27-Oct-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,Construction of Parapet wall on Left Bank of Jarcha Dy. From Km. 12.980 to Km. 13.580 in Village Bharana.,Construction of Parapet wall on Left Bank of Jarcha Dy. From Km. 12.980 to Km. 13.580 in Village Bharana.,Please refer Tender documents. ,NA ,"16,73,000",Civil Works,NA ,Rate Contract,90.0,30.0,Ghaziabad,201001.0,NA ,NA ,NA ,Bulandshahr,No ,No,"33,460",Yes,percentage,2.0%,Nil,Nil,EE BDGC BSR,EE BDGC BSR,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",11/EE/2025-26,2025_UPIDC_1080143_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,354.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2,5599661,M/s SHASHAVEER SINGH CONTRACTOR AND SUPPLIERS,11-Oct-2025 01:29 PM,Accepted-AOC,AOC,18-Dec-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5599595,M/S SHIVAM SINGH CONTRACTOR,11-Oct-2025 01:12 PM,Rejected-Finance,L-3,18-Dec-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5598303,M/S SHREE JEE CONSTRUCTIONS,10-Oct-2025 02:10 PM,Rejected-Finance,L-4,18-Dec-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5592985,SHIV GANGA INFRATECH,09-Oct-2025 11:47 AM,Rejected-Technical,Clause -6(viii),25-Oct-2025 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
