Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Zp Amethi,Internal,,Vasu Krishna,16-Sep-2025 02:09 PM,16-Sep-2025 04:00 PM,techsummary_1940584.pdf (235.41 KB),Finance,Summary,Ram Bachan Ram,17-Sep-2025 06:12 PM,,BOQ Comparative Chart,26-Dec-2025,"INR 1,693,543.003",90.0,Vasu Krishna,26-Dec-2025 01:50 PM,ffffffffffffff.pdf (193.00 KB),Zp Amethi,Internal,,Vasu Krishna,29-Sep-2025 02:11 PM,finsummary_1940584.pdf (816.24 KB),1,5440687,M/S CHANAKYA ENTERPRISES,17-Aug-2025 09:53 AM,Accepted-AOC,Accepted,26-Dec-2025 01:50 PM,Technical,Summary,Ram Bachan Ram,12-Sep-2025 04:52 PM,,Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1064082_147,240/Nivida/ZP/2025-26 Date- 22-07-2025,Work No 147 Gramsabha Parsawan me Hariram Agrahri ke Ghar ke pass se kakrhiya talab tak Nala nirmaan,1.0,5440687.0,M/S CHANAKYA ENTERPRISES,INR,"1,693,543.003",AOC,Work No 147 Gramsabha Parsawan me Hariram Agrahri ke Ghar ke pass se kakrhiya talab tak Nala nirmaan,Work No 147 Gramsabha Parsawan me Hariram Agrahri ke Ghar ke pass se kakrhiya talab tak Nala nirmaan,Please refer Tender documents. ,NA ,"16,95,577",Civil Works - Others,NA ,Tender,90.0,90.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,"33,912",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,"2,001",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,Panchayati Raj Department||Zila Panchayat Amethi,240/Nivida/ZP/2025-26 Date- 22-07-2025,2025_UPPRD_1064082_147,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,11-Aug-2025 12:00 PM,18-Aug-2025 02:30 PM,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,NA ,NA ,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,16-Sep-2025 04:00 PM,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Technical,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,5433134,M/S PIYUSH TRADERS,15-Aug-2025 01:41 PM,Rejected-Finance,L2,29-Sep-2025 02:11 PM,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,2.0,Finance,.xls,Finance,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3,5440590,M/S RUDRA CONSTRUCTIONS,17-Aug-2025 08:57 AM,Rejected-Finance,L3,29-Sep-2025 02:11 PM,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,AOC
