Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
pradeep kumar singh,Internal,EE BELAN CANAL DIV AND DIVISIONAL ACCOUNTANT,PRADEEP KUMAR SINGH,26-Nov-2025 03:12 PM,26-Nov-2025 03:15 PM,techsummary_2005366.pdf (267.95 KB),11-Dec-2025,"INR 91,840",10.0,PRADEEP KUMAR SINGH,11-Dec-2025 04:23 PM,AOCBHARIWAR.pdf (765.00 KB),AGREEMENT,Technical,all bid admitted,PRADEEP KUMAR SINGH,24-Nov-2025 03:25 PM,,pradeep kumar singh,Internal,EE BELAN AND DIVISIONAL ACCOUNTANT,PRADEEP KUMAR SINGH,29-Nov-2025 04:03 PM,finsummary_2005366.pdf (23.23 KB),Finance,ALL BID ADMITTED,PRADEEP KUMAR SINGH,29-Nov-2025 03:59 PM,,BOQ Comparative Chart,1.0,5694554.0,M/s A Singh construction Co.,INR,"91,840.4","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",2025_UPIDC_1082971_36,05/EE/2025-26,Jungle Clearance and scraping in Internal section of Bhariwar Minor from km 0.000 to 5.600 in District Prayagraj,1,5694554,M/s A Singh construction Co.,23-Nov-2025 12:21 PM,Accepted-AOC,AOC,11-Dec-2025 04:23 PM,AOC,Jungle Clearance and scraping in Internal section of Bhariwar Minor from km 0.000 to 5.600 in District Prayagraj,Jungle Clearance and scraping in Internal section of Bhariwar Minor from km 0.000 to 5.600 in District Prayagraj,Please refer Tender documents. ,NA ,"1,69,000",Civil Works - Canal,NA ,Tender,90.0,30.0,Bara Tehshil,212107.0,NA ,NA ,NA ,Prayagraj,No ,No,Executive Engineer,Baghla Canal Construction Division,1,Fee/PreQual/Technical,.pdf,NIT,18-Nov-2025 10:30 AM,24-Nov-2025 02:30 PM,18-Nov-2025 10:30 AM,24-Nov-2025 02:00 PM,NA ,NA ,18-Nov-2025 10:30 AM,24-Nov-2025 02:00 PM,26-Nov-2025 03:15 PM,"3,380",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",05/EE/2025-26,2025_UPIDC_1082971_36,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,677.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5693134,M/S B.G.ENGINEERS,24-Nov-2025 10:45 AM,Rejected-Finance,REJECT,29-Nov-2025 04:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
