S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,31-Jul-2025 06:55 PM,14-Aug-2025 11:00 AM,31-Jul-2025 06:55 PM,13-Aug-2025 05:00 PM,NA ,NA ,31-Jul-2025 06:55 PM,13-Aug-2025 05:00 PM,24-Oct-2025 01:15 PM,"6,770",Nil,Nil,No,"20,50,100",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Development work of 7 percent Abadi plots of village niloni sahpur YEIDA. WC-01,Development work of 7 percent Abadi plots of village niloni sahpur YEIDA. WC-01,Please refer Tender documents. ,NA ,"10,50,02,062",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/394 DT-29/07/2025,2025_YEIDA_1061572_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC,Committee,Internal,Committee,BHARAM PAL SINGH,24-Oct-2025 01:04 PM,24-Oct-2025 01:15 PM,techsummary_1934387.pdf (1438.46 KB),Finance,EVALUATION,BHARAM PAL SINGH,13-Nov-2025 04:47 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,17-Nov-2025 05:14 PM,finsummary_1934387.pdf (786.98 KB),Technical,EVALUATION,BHARAM PAL SINGH,24-Oct-2025 12:38 PM,,1,5423624,M/S D.K. Jain Contractors,13-Aug-2025 09:58 AM,Accepted-AOC,L1,11-Dec-2025 03:43 PM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1061572_1,YEA/GM(PROJECT)/2025/394 DT-29/07/2025,Development work of 7 percent Abadi plots of village niloni sahpur YEIDA. WC-01,1.0,5423624.0,M/S D.K. Jain Contractors,INR,"83,644,643.06",17-Nov-2025,"INR 83,644,643.06",365.0,VIKAS KUMAR,11-Dec-2025 03:42 PM,aocdk.pdf (893.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5427041,M/s Goodhill Builders,13-Aug-2025 04:22 PM,Rejected-Finance,L5,17-Nov-2025 05:14 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5423493,M/S Shyam Kumar And Company Pvt Ltd,13-Aug-2025 04:32 PM,Rejected-Finance,L2,17-Nov-2025 05:14 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5427154,M/S SKV INFRATECH PRIVATE LIMITED,13-Aug-2025 04:45 PM,Rejected-Finance,L5,17-Nov-2025 05:14 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5425823,M/S VINAY KUMAR,13-Aug-2025 11:27 AM,Rejected-Finance,L4,17-Nov-2025 05:14 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,5426494,PARAS CONSTRUCTION,13-Aug-2025 03:24 PM,Rejected-Finance,L3,17-Nov-2025 05:14 PM,,,,,,,,,,,,,,,,,AOC
