Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Technical,2 contractors have been participated and admitted to Technical Evaluation process.,Sanjay Mataray,18-Oct-2025 09:38 AM,,03-Dec-2025,"INR 577,815",30.0,Sanjay Mataray,03-Dec-2025 09:39 PM,AOC13.pdf (175.00 KB),AS PER BOQ,SANJAY MATARAY,Internal,BODHAI RAM,Sanjay Mataray,18-Oct-2025 12:12 PM,24-Oct-2025 10:00 AM,techsummary_1974297.pdf (179.19 KB),1,5604412,M/S J. D. Enterprises,13-Oct-2026 07:10 PM,Accepted-AOC,L1,03-Dec-2025 09:39 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID-2, deoria",2025_UPIDC_1079274_13,01/EE/2025-26 DT. 26-09-2025,Silt clearance and Bed scrapping,1.0,5604412.0,M/S J. D. Enterprises,INR,"577,815",SANJAY MATARAY,Internal,BODHAI RAM,Sanjay Mataray,02-Dec-2025 08:40 PM,finsummary_1974297.pdf (179.19 KB),Finance,2 contractors have been participated and admitted to financial evaluation.,Sanjay Mataray,24-Oct-2025 03:27 PM,,BOQ Comparative Chart,AOC,1.0,SBI Bank,Silt clearance and Bed scrapping,Silt clearance Between Km 0.000 to Km 12.000 and Scrapping between km 12.000 to km 16.680 on Narayanpur Dy,AS PER NIT ,NA ,"6,82,853",Civil Works - Canal,NA ,Tender,90.0,30.0,Narayanpur Dy,274001.0,NA ,NA ,NA ,OFFICE OF EE ID-2 DEORIA,No ,No,"14,000",No,fixed,,Nil,Nil,06-Oct-2025 10:00 AM,14-Oct-2025 02:00 PM,06-Oct-2025 10:00 AM,14-Oct-2025 12:00 PM,NA ,NA ,06-Oct-2025 10:00 AM,14-Oct-2025 12:00 PM,24-Oct-2025 10:00 AM,766.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,BID DOCUMENTS,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID-2, deoria",01/EE/2025-26 DT. 26-09-2025,2025_UPIDC_1079274_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE ID-2 DEORIA,OFFICE OF EE ID-2 DEORIA,AOC
,,,,,,,,,,,,,,,,,,,2,5598469,M/S TRIPATHI CONSTRUCTION AND SUPPLIER,13-Oct-2025 03:48 PM,Rejected-Finance,AS PER BOQ,02-Dec-2025 08:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC
