Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Silt clearance of Ramkot Dy. from km 0.000 to km 20.230 (Lot-12),Silt clearance of Ramkot Dy. from km 0.000 to km 20.230 (Lot-12),Please refer Tender documents. ,NA ,"11,67,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Sitapur,261001.0,16/10/2025 ,EXECUTIVE ENGINEER SITAPUR DIVISION SHARDA CANAL SITAPUR ,16-Oct-2025 12:00 PM ,SITAPUR DIVISION SHARDA CANAL SITAPUR,No ,No,"23,340",No,fixed,,Nil,Nil,854.0,Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Document,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, sitapur",04/EE/2025-26,2025_UPIDC_1082164_12,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,EXECUTIVE ENGINEER SITAPUR DIVISION SHARDA CANAL SITAPUR,14-Oct-2025 09:00 AM,27-Oct-2025 12:00 PM,14-Oct-2025 09:00 AM,27-Oct-2025 11:00 AM,NA ,NA ,14-Oct-2025 09:00 AM,27-Oct-2025 11:00 AM,03-Nov-2025 02:00 PM,AOC,1.0,5627889.0,M/S ANIL KUMAR SINGH,INR,"1,155,357",E.E. Vishal Porwal,Internal,E.E. Asutosh kumar,VISHAL PORWAL,10-Nov-2025 07:02 PM,finsummary_1981630.pdf (123.56 KB),Finance,02 Financial bid found in 01 accepted and 01 rejected,VISHAL PORWAL,10-Nov-2025 06:15 PM,finance_1981630.pdf,BOQ Comparative Chart,1,5631070,M/s Anil Kumar Singh,27-Oct-2025 03:14 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Oct-2025 09:26 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, sitapur",2025_UPIDC_1082164_12,04/EE/2025-26,Silt clearance of Ramkot Dy. from km 0.000 to km 20.230 (Lot-12),E.E. Vishal Porwal,Internal,E.E. Asutosh kumar,VISHAL PORWAL,01-Nov-2025 12:10 AM,03-Nov-2025 02:00 PM,techsummary_1981630.pdf (33.81 KB),15-Nov-2025,"INR 1,155,357",20.0,VISHAL PORWAL,30-Dec-2025 11:43 AM,12.pdf (172.00 KB),Date of start,Technical,04 Technical bid found in 02 accepted and 02 rejected,VISHAL PORWAL,31-Oct-2025 09:26 PM,technical_1981630.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5627889,M/S ANIL KUMAR SINGH,26-Oct-2025 02:18 PM,Accepted-AOC,Date of start,30-Dec-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5630715,M/S DINESH PRAKASH TRIPATHI,26-Oct-2025 11:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Oct-2025 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5628667,Ram Vilas,26-Oct-2025 01:37 PM,Rejected-Finance,Financlal Bid Rejected Due to Heigher Rate,10-Nov-2025 07:02 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
