Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
30-Oct-2025 12:00 PM,08-Nov-2025 03:30 PM,30-Oct-2025 12:00 PM,08-Nov-2025 03:00 PM,NA ,NA ,30-Oct-2025 12:00 PM,08-Nov-2025 03:00 PM,13-Nov-2025 09:00 AM,"14,700",No,percentage,2.0%,Nil,Nil,Ex.Eng. Belan Canal Division Prayagr,"Office of the Ex.Eng. Belan Canal Division, Govindpur, Prayagraj",1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",04/E.E./2025-26,2025_UPIDC_1086955_5,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,Silt Clearance/Scraping of Ramnagar Dy From Km. 0.000 to Km. 15.200.,Silt Clearance/Scraping of Ramnagar Dy From Km. 0.000 to Km. 15.200.,Please refer tender documents. ,NA ,"7,35,000",Miscellaneous Services,NA ,Tender,90.0,30.0,Prayagraj,211004.0,NA ,NA ,NA ,Office of The Ex.Eng. Belan Canal Division Prayagr,No ,No,1.0,Fee/PreQual/Technical,.pdf,doc,AOC,Technical,01 bid not admitte and 02 bid admitted,Satya Prakash Chaudhary,12-Nov-2025 03:42 PM,technical_1993312.pdf,S P Chaudhary,Internal,D N shukla,Satya Prakash Chaudhary,28-Dec-2025 06:32 AM,finsummary_1993312.pdf (192.93 KB),Finance,aoc,Satya Prakash Chaudhary,28-Dec-2025 06:29 AM,finance_1993312.pdf,BOQ Comparative Chart,S P Chaudhary,Internal,P K Singh,Satya Prakash Chaudhary,12-Nov-2025 08:44 PM,13-Nov-2025 09:00 AM,techsummary_1993312.pdf (346.22 KB),28-Dec-2025,"INR 488,878.56",30.0,Satya Prakash Chaudhary,28-Dec-2025 06:34 AM,Lot5AOCsilt.pdf (193.00 KB),aoc,1.0,5661667.0,M/S GANPATI KRIPA CONSTRUCTION AND SUPPLIAR,INR,"488,878.56","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",2025_UPIDC_1086955_5,04/E.E./2025-26,Silt Clearance/Scraping of Ramnagar Dy From Km. 0.000 to Km. 15.200.,1,5661667,M/S GANPATI KRIPA CONSTRUCTION AND SUPPLIAR,07-Nov-2025 06:34 PM,Accepted-AOC,aoc,28-Dec-2025 06:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5662248,M/S SHIVAM CONSTRUCTION,08-Nov-2025 02:49 PM,Rejected-Finance,reject,28-Dec-2025 06:32 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5662174,Shyam Sunder,08-Nov-2025 12:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Nov-2025 03:42 PM,AOC
