S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,"2,44,500",No,fixed,,Nil,Nil,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/424 DT-19/09/2025,2025_YEIDA_1076898_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"2,402",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO E,24-Sep-2025 06:55 PM,06-Oct-2025 11:00 AM,24-Sep-2025 06:55 PM,03-Oct-2025 05:00 PM,NA ,NA ,24-Sep-2025 06:55 PM,03-Oct-2025 05:00 PM,16-Oct-2025 05:00 PM,"Providing and fixing of Signage Board at Yamuna Expressway at Different location for Noida International Airport, YEIDA,WC-01","Providing and fixing of Signage Board at Yamuna Expressway at Different location for Noida International Airport, YEIDA,WC-01",Please refer Tender documents. ,NA ,"1,22,10,519",Civil Works,HORTI ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,AOC,Finance,UNDER EVALUATION,VIKAS KUMAR,29-Oct-2025 03:44 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,16-Oct-2025 04:10 PM,16-Oct-2025 05:00 PM,techsummary_1967662.pdf (651.29 KB),Technical,EVALUATION,BHARAM PAL SINGH,16-Oct-2025 03:03 PM,,Committee,Internal,Committee,VIKAS KUMAR,29-Oct-2025 03:47 PM,finsummary_1967662.pdf (169.80 KB),29-Oct-2025,"INR 8,289,721.6",180.0,VIKAS KUMAR,10-Dec-2025 10:56 AM,1.pdf (217.00 KB),AOC,1,5579132,Anil Engineering Works,03-Oct-2025 02:20 PM,Rejected-Finance,L2,29-Oct-2025 03:47 PM,1.0,5579070.0,MILESTONE CORPORATION,INR,"8,289,721.6",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1076898_1,YEA/GM(PROJECT)/2025/424 DT-19/09/2025,"Providing and fixing of Signage Board at Yamuna Expressway at Different location for Noida International Airport, YEIDA,WC-01",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5568579,KMGS ROAD SIGNS PRIVATE LIMITED,29-Sep-2025 03:53 PM,Rejected-Finance,L4,29-Oct-2025 03:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5579070,MILESTONE CORPORATION,03-Oct-2025 03:36 PM,Accepted-AOC,L1,10-Dec-2025 10:56 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5579731,M/S G D ENTERPRISES,03-Oct-2025 03:04 PM,Rejected-Technical,DISQUALIFIED,16-Oct-2025 04:10 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5579933,M/s VEDIKA CONSTRUCTION,03-Oct-2025 04:53 PM,Rejected-Finance,L3,29-Oct-2025 03:47 PM,,,,,,,,,,AOC
