Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
10-Nov-2025,"INR 303,335",30.0,Deepak Yadav,11-Dec-2025 03:21 PM,marsa.pdf (409.00 KB),admitted,Technical,admitted,Deepak Yadav,06-Nov-2025 02:01 PM,technical_1985779.pdf,DEEPAK YADAV,Internal,MUKESH VAISH VIVEK SRIVASTAVA,Deepak Yadav,06-Nov-2025 03:05 PM,06-Nov-2025 04:00 PM,techsummary_1985779.pdf (470.84 KB),1.0,5624903.0,M/S RAM NARESH VERMA,INR,"303,335",Finance,admitted,Deepak Yadav,07-Nov-2025 01:54 PM,finance_1985779.pdf,BOQ Comparative Chart,DEEPAK YADAV,Internal,MUKESH VAISH VIVEK SRIVASTAVA,Deepak Yadav,07-Nov-2025 03:21 PM,finsummary_1985779.pdf (488.72 KB),1,5625153,M/S LAL BAHAUDAR SINGH,24-Oct-2025 02:43 PM,Rejected-Finance,L2,07-Nov-2025 03:21 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||ID, unnao",2025_UPIDC_1083624_14,01/EE/2025-2026,SILT CLEARANCE/SCRAPPING OF MARSA DY KM 0.00 TO 9.200,AOC,SILT CLEARANCE/SCRAPPING OF MARSA DY KM 0.00 TO 9.200,SILT CLEARANCE/SCRAPPING OF MARSA DY KM 0.00 TO 9.200,Please refer Tender documents. ,NA ,"3,50,000",Civil Works - Canal,NA ,Tender,90.0,30.0,UNNAO,209801.0,NA ,NA ,NA ,EE ID UNNAO,No ,No,EE ID UNNAO,NEAR SP OFFICE CIVIL LINES UNNAO,18-Oct-2025 11:00 AM,30-Oct-2025 11:00 AM,18-Oct-2025 11:00 AM,29-Oct-2025 04:00 PM,NA ,NA ,18-Oct-2025 11:00 AM,29-Oct-2025 04:00 PM,06-Nov-2025 04:00 PM,1,Fee/PreQual/Technical,.pdf,FEE/ TECHNICAL DOCUMENT,"1,000",Nil,Nil,No,1.0,EXTENSION 1,Date,,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||ID, unnao",01/EE/2025-2026,2025_UPIDC_1083624_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"7,000",No,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5624903,M/S RAM NARESH VERMA,24-Oct-2025 02:12 PM,Accepted-AOC,1,25-May-2026 06:58 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
