Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
05-Dec-2025,"INR 140,126.25",10.0,akhilesh kumar singh,06-Dec-2025 07:53 PM,AOCNaubastamr.pdf (608.00 KB),Technical,technically fit,akhilesh kumar singh,07-Nov-2025 02:43 AM,technical_1985588.pdf,AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,07-Nov-2025 03:22 AM,07-Nov-2025 12:00 PM,techsummary_1985588.pdf (195.86 KB),1.0,5638208.0,Onkar nath Dwevedi,INR,"140,126.25",Finance,Financial Summary Report,akhilesh kumar singh,05-Dec-2025 08:40 PM,finance_1985588.pdf,BOQ Comparative Chart,AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,05-Dec-2025 09:06 PM,finsummary_1985588.pdf (195.86 KB),"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",2025_UPIDC_1083668_34,01/EE/2025-26,Silt Clearance/Scraping work of Naubasta Mr. (Between km 0.00 to 5.800),1,5638394,Jagdish Prasad Tewari Contractor,29-Oct-2025 11:18 PM,Rejected-Finance,L2,05-Dec-2025 09:06 PM,AOC,18-Oct-2025 10:00 AM,30-Oct-2025 04:00 PM,18-Oct-2025 10:00 AM,30-Oct-2025 03:00 PM,NA ,NA ,18-Oct-2025 10:00 AM,30-Oct-2025 03:00 PM,07-Nov-2025 12:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",01/EE/2025-26,2025_UPIDC_1083668_34,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"14,600",Yes,fixed,,Nil,Nil,1.0,SBI Bank,Silt Clearance/Scraping work of Naubasta Mr. (Between km 0.00 to 5.800),Silt Clearance/Scraping work of Naubasta Mr. (Between km 0.00 to 5.800),Please refer Tender documents. ,NA ,"1,46,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Tulsipur Balrampur,271210.0,NA ,NA ,NA ,Chittaurhgarh Bandh Nirman Khand Balrampur,No ,No,Executive Engineer,Chittaurhgarh Bandh Nirman Khand Balrampur Saryu Nahar Colony Balrampur,1,Fee/PreQual/Technical,.pdf,Tendernotice,1.0,Corrigendum for Bid Submission End date and Bid Opening Date,Date,,589.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5638208,Onkar nath Dwevedi,29-Oct-2025 11:46 PM,Accepted-AOC,AOC,06-Dec-2025 07:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,AOC
