S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5641376.0,M/S SHIV RAMA TRADERS,INR,"1,069,144","U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld",2025_UPJNM_1083863_1,696 / Nivida / 68 dated 16-10-2025,"Watch and Ward and operation of Submersible Pumping Plant (17 Nos), Dozer (34 Nos) and D.G. set (10 Nos) etc all complete, dully installed at Various Tubewells Under Magh Mela 2025-26",1,5648526,Anil kumar pandey,03-Nov-2025 11:33 AM,Accepted-AOC,L1,01-Dec-2025 07:25 PM,01-Dec-2025,"INR 5,081,368.075",180.0,SAURABH KUMAR,01-Dec-2025 07:25 PM,OrderWatchandWard.pdf (2158.00 KB),AOC,Exeuctive Engineer,Internal,"Assistant Engineer(E/M),Assistant Engineer(Civil), Accountant and computer",SAURABH KUMAR,13-Nov-2025 06:26 PM,15-Nov-2025 03:00 PM,techsummary_1986524.pdf (177.56 KB),Finance,Four bid admitted for Financial bid opening of tender,SAURABH KUMAR,15-Nov-2025 03:28 PM,,BOQ Comparative Chart,Exeuctive Engineer,Internal,"Assistant Engineer(Civil),Assistant Engineer(E/M), Accountant and Computer",SAURABH KUMAR,01-Dec-2025 06:48 PM,finsummary_1986524.pdf (209.10 KB),Technical,Four bid admitted for Technical bid opening of tender,SAURABH KUMAR,04-Nov-2025 04:36 PM,,AOC,18-Oct-2025 06:00 PM,04-Nov-2025 02:00 PM,18-Oct-2025 06:00 PM,03-Nov-2025 05:00 PM,18-Oct-2025 06:00 PM ,03-Nov-2025 03:00 PM ,18-Oct-2025 06:00 PM,03-Nov-2025 05:00 PM,15-Nov-2025 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Document,1.0,BG - Bank Guarantee,"5,900","Executive Engineer, Cont. Divi.E/M), UP Jal Nigam",Praygraj,No,"Watch and Ward and operation of Submersible Pumping Plant (17 Nos), Dozer (34 Nos) and D.G. set (10 Nos) etc all complete, dully installed at Various Tubewells Under Magh Mela 2025-26","Watch and Ward and operation of Submersible Pumping Plant (17 Nos), Dozer (34 Nos) and D.G. set (10 Nos) etc all complete, dully installed at Various Tubewells Under Magh Mela 2025-26",as per Tender Document ,NA ,,Miscellaneous Services,NA ,Tender,120.0,180.0,Prayagraj,211007.0,NA ,NA ,NA ,office of EE. cont. Divi. (E/M)UPJN (U) Prayagraj,No ,No,Executive Engineer,office of Executive Engineer Construction Division(E/M)UPJN (U) Prayagraj,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld",696 / Nivida / 68 dated 16-10-2025,2025_UPJNM_1083863_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,"1,02,000",No,fixed,,"Executive Engineer, Cont. Divi.E/M), UP Jal Nigam",Prayagraj,AOC
2.0,5648526.0,Anil kumar pandey,INR,"1,144,353",,,,,2,5649286,CHAMAN AND COMPANY,03-Nov-2025 04:45 PM,Accepted-AOC,L2,01-Dec-2025 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,5649286.0,CHAMAN AND COMPANY,INR,"1,023,335",,,,,3,5648470,MAYUR ENTERPRISES,03-Nov-2025 01:36 PM,Rejected-AOC,L4,01-Dec-2025 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5641376,M/S SHIV RAMA TRADERS,03-Nov-2025 01:47 PM,Accepted-AOC,L3,01-Dec-2025 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
