Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Committee,Internal,Committee,BHARAM PAL SINGH,31-Oct-2025 04:04 PM,31-Oct-2025 04:20 PM,techsummary_1959008.pdf (592.92 KB),12-Nov-2025,"INR 21,907,668.73",180.0,VIKAS KUMAR,02-Dec-2025 03:58 PM,AOC417_24.pdf (809.00 KB),AOC,Technical,EVALUATION,BHARAM PAL SINGH,31-Oct-2025 04:01 PM,,1.0,5553947.0,A K GUPTA CONSTRUCTION CO,INR,"21,907,668.73",Finance,EVALUATION,BHARAM PAL SINGH,12-Nov-2025 04:13 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,12-Nov-2025 05:03 PM,finsummary_1959008.pdf (1169.08 KB),1,5553947,A K GUPTA CONSTRUCTION CO,24-Sep-2025 01:00 PM,Accepted-AOC,L1,02-Dec-2025 03:58 PM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1072526_24,YEA/GM(PROJECT)/2025/417 DT-02/09/2025,"Providing and Laying water supply system in medical device park in sector - 28, YEA. WC-04",AOC,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","Providing and Laying water supply system in medical device park in sector - 28, YEA. WC-04","Providing and Laying water supply system in medical device park in sector - 28, YEA. WC-04",Please refer Tender documents. ,NA ,"2,84,47,823",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,1.0,SBI Bank,"5,69,000",No,fixed,,Nil,Nil,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,11-Sep-2025 06:55 PM,25-Sep-2025 11:00 AM,11-Sep-2025 06:55 PM,24-Sep-2025 05:00 PM,NA ,NA ,11-Sep-2025 06:55 PM,24-Sep-2025 05:00 PM,31-Oct-2025 04:20 PM,"4,615",Nil,Nil,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/417 DT-02/09/2025,2025_YEIDA_1072526_24,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5557327,GUPTA ENGINEERS AND CONTRACTOR,24-Sep-2025 03:23 PM,Rejected-Finance,L4,12-Nov-2025 05:03 PM,,,,,AOC,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5554714,H.P. BUILDERS PRIVATE LIMITED,24-Sep-2025 04:55 PM,Rejected-Finance,L5,12-Nov-2025 05:03 PM,,,,,AOC,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5557324,M/S A R INTERNATIONAL,24-Sep-2025 04:33 PM,Rejected-Finance,L6,12-Nov-2025 05:03 PM,,,,,AOC,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5551631,M/s Jainco Buildcon Private Limited,24-Sep-2025 04:12 PM,Rejected-Finance,L3,12-Nov-2025 05:03 PM,,,,,AOC,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5555878,M/S MANVI CONSTRUCTIONS,24-Sep-2025 01:27 PM,Rejected-Finance,L2,12-Nov-2025 05:03 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5554379,NAVDURGA BUILDCON Pvt. Ltd.,24-Sep-2025 02:34 PM,Rejected-Finance,L7,12-Nov-2025 05:03 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
