Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||MDD, varanasi",04 / EE / 2025-26,2025_UPIDC_1093381_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Renovation/ repairing on canal service road of Daina Mr,Renovation/ repairing on canal service road of Daina Mr from Km 1.500 to Km 1.825 and Km 1.975 to Km 2.300,Please refer Tender documents. ,NA ,"10,68,347",Civil Works,NA ,Tender,90.0,30.0,Vill-Daina Po-Bhatthi Chandauli,232108.0,NA ,NA ,NA ,Executive Engineer Moosa Khand Dam Div Varanasi,No ,No,1.0,Fee/PreQual/Technical,.pdf,"IDT-1, IDT-2, IDT-3, Valid Registration, Rate Validity, GSTIN, Experience etc",24-Nov-2025 12:00 PM,29-Nov-2025 03:00 PM,24-Nov-2025 12:00 PM,29-Nov-2025 01:00 PM,NA ,NA ,24-Nov-2025 12:00 PM,29-Nov-2025 01:00 PM,03-Dec-2025 01:00 PM,Executive Engineer Moosa Khand Dam Div Varanasi,Executive Engineer Moosa Khand Dam Division Sigra Varanasi,854.0,Nil,Nil,No,"22,000",No,fixed,,Nil,Nil,AOC,Finance,Three bidders participated and all are financially admitted.,ravi shanker mishra,03-Dec-2025 04:48 PM,finance_2009598.pdf,BOQ Comparative Chart,Ravi Shankar Mishra,Internal,Harendra Kumar,ravi shanker mishra,02-Dec-2025 04:57 PM,03-Dec-2025 01:00 PM,techsummary_2009598.pdf (123.28 KB),Technical,Three bidders participated and all are technically admitted.,ravi shanker mishra,02-Dec-2025 04:51 PM,technical_2009598.pdf,Ravi Shankar Mishra,Internal,Harendra Kumar,ravi shanker mishra,03-Dec-2025 04:55 PM,finsummary_2009598.pdf (123.28 KB),05-Dec-2025,"INR 948,781.5",30.0,ravi shanker mishra,08-Dec-2025 05:18 PM,AOC_1.pdf (138.00 KB),Agreement Number 33/ EE/ 2025-26,1,5709921,ARUN KUMAR PANDEY,29-Nov-2025 11:27 AM,Accepted-AOC,First Lowest,08-Dec-2025 05:18 PM,1.0,5709921.0,ARUN KUMAR PANDEY,INR,"948,781.5","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||MDD, varanasi",2025_UPIDC_1093381_1,04 / EE / 2025-26,Renovation/ repairing on canal service road of Daina Mr,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5709968,KIRTI CONSTRUCTION,29-Nov-2025 11:48 AM,Rejected-AOC,Third Lowest,08-Dec-2025 05:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5709882,Shree Construction,29-Nov-2025 12:26 PM,Rejected-AOC,Second Lowest,08-Dec-2025 05:18 PM,,,,,,,,,,AOC
