Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
Zp Amethi,Internal,,Vasu Krishna,26-Sep-2025 02:02 PM,26-Sep-2025 02:05 PM,techsummary_1959300.pdf (356.21 KB),30-Dec-2025,"INR 2,030,013.887",90.0,Vasu Krishna,30-Dec-2025 02:28 PM,ffffffffffffff.pdf (193.00 KB),Technical,Summary,Vasu Krishna,26-Sep-2025 12:16 PM,,1.0,5540380.0,M/S ASHUTOSH TRADERS,INR,"2,030,013.887",Zp Amethi,Internal,,Vasu Krishna,30-Sep-2025 02:29 PM,finsummary_1959300.pdf (356.21 KB),Finance,Summary,Vasu Krishna,26-Sep-2025 02:30 PM,,BOQ Comparative Chart,1,5540380,M/S ASHUTOSH TRADERS,17-Sep-2025 05:24 AM,Accepted-AOC,L1,30-Dec-2025 02:28 PM,Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1073328_21,875/Nivida/ZP/2025-26 Date- 10-09-2025,Work No 21 Gramsabha Majhwara pakki sadak se Harihar Upadhyay ke ghar ke oor ewam gaon tak lepan,AOC,"2,398",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,Panchayati Raj Department||Zila Panchayat Amethi,875/Nivida/ZP/2025-26 Date- 10-09-2025,2025_UPPRD_1073328_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"40,641",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,12-Sep-2025 12:00 PM,17-Sep-2025 01:00 PM,12-Sep-2025 12:00 PM,17-Sep-2025 12:00 PM,NA ,NA ,12-Sep-2025 12:00 PM,17-Sep-2025 12:00 PM,26-Sep-2025 02:05 PM,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,Work No 21 Gramsabha Majhwara pakki sadak se Harihar Upadhyay ke ghar ke oor ewam gaon tak lepan,Work No 21 Gramsabha Majhwara pakki sadak se Harihar Upadhyay ke ghar ke oor ewam gaon tak lepan,Please refer Tender documents. ,NA ,"20,32,046",Civil Works - Others,NA ,Tender,30.0,30.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical,1,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5540397,M/S SHRI AYODHYA ASSOCIATES,17-Sep-2025 05:48 AM,Rejected-Finance,L3,30-Sep-2025 02:29 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,2,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5540214,SHREE BAJRANG DEV INFRASTRUCTURE,17-Sep-2025 12:13 AM,Rejected-Finance,L1,30-Sep-2025 02:29 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,AOC
