Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Technically fit,akhilesh kumar singh,07-Nov-2025 02:40 AM,technical_1985580.pdf,05-Dec-2025,"INR 114,151.8",10.0,akhilesh kumar singh,06-Dec-2025 07:51 PM,AOCSiswamr.pdf (609.00 KB),AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,07-Nov-2025 03:23 AM,07-Nov-2025 12:00 PM,techsummary_1985580.pdf (195.86 KB),"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",2025_UPIDC_1083668_31,01/EE/2025-26,Silt Clearance/Scraping work of Siswa Mr. (km 0.00 to 4.600),1,5638915,M/S DHARMENDRA KUMAR THEKEDAR,30-Oct-2025 09:55 AM,Accepted-AOC,AOC,06-Dec-2025 07:51 PM,Finance,Financial Summary Report,akhilesh kumar singh,05-Dec-2025 08:38 PM,finance_1985580.pdf,BOQ Comparative Chart,AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,05-Dec-2025 09:08 PM,finsummary_1985580.pdf (195.86 KB),1.0,5638915.0,M/S DHARMENDRA KUMAR THEKEDAR,INR,"114,151.8",AOC,18-Oct-2025 10:00 AM,30-Oct-2025 04:00 PM,18-Oct-2025 10:00 AM,30-Oct-2025 03:00 PM,NA ,NA ,18-Oct-2025 10:00 AM,30-Oct-2025 03:00 PM,07-Nov-2025 12:00 PM,1.0,Corrigendum for Bid Submission End date and Bid Opening Date,Date,,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",01/EE/2025-26,2025_UPIDC_1083668_31,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Silt Clearance/Scraping work of Siswa Mr. (km 0.00 to 4.600),Silt Clearance/Scraping work of Siswa Mr. (km 0.00 to 4.600),Please refer Tender documents. ,NA ,"1,15,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Tulsipur Balrampur,271210.0,NA ,NA ,NA ,Chittaurhgarh Bandh Nirman Khand Balrampur,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Tendernotice,Executive Engineer,Chittaurhgarh Bandh Nirman Khand Balrampur Saryu Nahar Colony Balrampur,589.0,Nil,Nil,No,"11,500",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5639657,M/S RAVI CONSTRUCTION,30-Oct-2025 01:40 PM,Rejected-Finance,L2,05-Dec-2025 09:08 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,AOC
