Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,all bidders are accepted,Ravi Prakash Singh,14-Nov-2025 05:06 PM,technical_1994013.pdf,01-Dec-2025,"INR 296,269.7",20.0,Ravi Prakash Singh,01-Dec-2025 12:48 PM,100.pdf (187.00 KB),R P Singh,Internal,Naveen Kumar,Ravi Prakash Singh,14-Nov-2025 05:18 PM,14-Nov-2025 06:00 PM,techsummary_1994013.pdf (1343.69 KB),1,5657968,AK CONTRACTOR,06-Nov-2025 12:52 PM,Rejected-Finance,2nd,01-Dec-2025 12:46 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||ID, moradabad",2025_UPIDC_1086963_14,3646/IDMBD/Etender/2025 Dt 16.10.2025,Repair of Dhanaura tehsil compound,1.0,5652520.0,V K CONTRACTOR,INR,"296,269.7",Finance,all bidders are accepted,Ravi Prakash Singh,29-Nov-2025 03:53 PM,finance_1994013.pdf,BOQ Comparative Chart,R P Singh,Internal,,Ravi Prakash Singh,01-Dec-2025 12:46 PM,finsummary_1994013.pdf (187.11 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||ID, moradabad",3646/IDMBD/Etender/2025 Dt 16.10.2025,2025_UPIDC_1086963_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Office of the EE ID Moradabad,Office of the EE ID Moradabad,589.0,Nil,Nil,No,"8,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Repair of Dhanaura tehsil compound,Repair of Dhanaura tehsil compound,As per NIT ,NA ,"4,11,000",Civil Works,NA ,Tender,90.0,20.0,Moradabad,244001.0,NA ,NA ,NA ,As per NIT,No ,No,1,Fee/PreQual/Technical,.pdf,Technical Documents,30-Oct-2025 06:00 PM,06-Nov-2025 02:00 PM,30-Oct-2025 06:00 PM,06-Nov-2025 01:00 PM,NA ,NA ,30-Oct-2025 06:00 PM,06-Nov-2025 01:00 PM,14-Nov-2025 06:00 PM,AOC
,,,,,,,,,,,,,,,,,,2,5652520,V K CONTRACTOR,04-Nov-2025 06:34 PM,Accepted-AOC,1st Lowest,01-Dec-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,AOC
