Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR,avadhesh kumar sharma,17-Oct-2025 05:00 PM,17-Oct-2025 05:30 PM,techsummary_1980161.pdf (225.48 KB),03-Nov-2025,"INR 242,998.7",15.0,avadhesh kumar sharma,05-Dec-2025 10:30 PM,40.pdf (452.00 KB),Ag.No. 40/EE/2025-26 DATE 03.11.2025 M/S J.S. CONSTRUCTION,Technical,Summary,avadhesh kumar sharma,17-Oct-2025 01:38 PM,,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,02-Nov-2025 09:48 PM,finsummary_1980161.pdf (480.26 KB),Finance,Summary,avadhesh kumar sharma,17-Oct-2025 06:10 PM,,BOQ Comparative Chart,1.0,5609070.0,M/S J S CONSTRUCTION,INR,"242,998.7",1,5609070,M/S J S CONSTRUCTION,15-Oct-2025 08:01 AM,Accepted-AOC,accepted,05-Dec-2025 10:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2025_UPIDC_1079237_39,03/EEAID/2025-26,LOT 01 SILT CLEARANCE OF SUPPLY CHANNEL BETWEEN KM 0.00 TO 4.800 IN DISTT. BIJNOR FOR RABI 1433-F-YEAR 2025-26,AOC,LOT 01 SILT CLEARANCE OF SUPPLY CHANNEL BETWEEN KM 0.00 TO 4.800 IN DISTT. BIJNOR FOR RABI 1433-F-YEAR 2025-26,LOT 01 SILT CLEARANCE OF SUPPLY CHANNEL BETWEEN KM 0.00 TO 4.800 IN DISTT. BIJNOR FOR RABI 1433-F-YEAR 2025-26,AS PER NIT ,NA ,"2,44,000",Civil Works,NA ,Tender,90.0,15.0,DHAMPUR,246761.0,NA ,NA ,NA ,DHAMPUR,No ,No,89.0,Nil,Nil,No,10-Oct-2025 11:00 AM,15-Oct-2025 11:30 AM,10-Oct-2025 11:00 AM,15-Oct-2025 11:00 AM,NA ,NA ,10-Oct-2025 11:00 AM,15-Oct-2025 11:00 AM,17-Oct-2025 05:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",03/EEAID/2025-26,2025_UPIDC_1079237_39,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"5,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,NIT,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5609103,M/S NETRAPAL SINGH,15-Oct-2025 08:30 AM,Rejected-AOC,rejected.,05-Dec-2025 10:30 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC
