Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Zp Amethi,Internal,,Vasu Krishna,17-Sep-2025 11:42 AM,17-Sep-2025 12:00 PM,techsummary_1940414.pdf (433.99 KB),Technical,Summary,Ram Bachan Ram,12-Sep-2025 03:52 PM,,15-Dec-2025,"INR 1,251,916.52",90.0,Vasu Krishna,15-Dec-2025 02:42 PM,ffffffffffffff.pdf (193.00 KB),Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1064082_43,240/Nivida/ZP/2025-26 Date- 22-07-2025,Work No 43 Gramsabha Saraybardand me Gauriganj - sultanpur sampark marg se chintamani mishra ke ghar ke pass soling tak eet- soling,1,5433189,M/S PIYUSH TRADERS,15-Aug-2025 02:00 PM,Rejected-Finance,L2,25-Sep-2025 04:31 PM,1.0,5432306.0,M/S SATYAM TRADERS,INR,"1,251,916.52",Zp Amethi,Internal,,Ram Bachan Ram,25-Sep-2025 04:31 PM,finsummary_1940414.pdf (310.48 KB),Finance,Summary,Vasu Krishna,17-Sep-2025 02:10 PM,,BOQ Comparative Chart,AOC,"1,479",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,1.0,Fee/PreQual/Technical,.pdf,Technical,"25,063",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,11-Aug-2025 12:00 PM,18-Aug-2025 02:30 PM,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,NA ,NA ,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,17-Sep-2025 12:00 PM,1,DD - Demand Draft,Panchayati Raj Department||Zila Panchayat Amethi,240/Nivida/ZP/2025-26 Date- 22-07-2025,2025_UPPRD_1064082_43,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Work No 43 Gramsabha Saraybardand me Gauriganj - sultanpur sampark marg se chintamani mishra ke ghar ke pass soling tak eet- soling,Work No 43 Gramsabha Saraybardand me Gauriganj - sultanpur sampark marg se chintamani mishra ke ghar ke pass soling tak eet- soling,Please refer Tender documents. ,NA ,"12,53,169",Civil Works - Others,NA ,Tender,90.0,90.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5440496,M/S RUDRA CONSTRUCTIONS,17-Aug-2025 08:46 AM,Rejected-Finance,L3,25-Sep-2025 04:31 PM,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,5432306,M/S SATYAM TRADERS,15-Aug-2025 08:49 AM,Accepted-AOC,Accepted,15-Dec-2025 02:42 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
