EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"6,100",Yes,fixed,,Nil,Nil,20-Nov-2025 01:00 PM,26-Nov-2025 03:00 PM,20-Nov-2025 01:00 PM,26-Nov-2025 01:00 PM,NA ,NA ,20-Nov-2025 01:00 PM,26-Nov-2025 01:00 PM,28-Nov-2025 02:00 PM,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",02/AE-II/2025-26,2025_UPIDC_1085715_124,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Earth Work in Silt Clearance and Scraping of Sadaruddinpur Mr. from Km. 0.000 to Km. 1.000 and Chhagganpur Mr. from Km. 0.000 to Km. 1.900,Silt Clearance and Scraping,Please refer Tender documents. ,NA ,"61,000",Civil Works,NA ,Tender,90.0,15.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,1,Fee/PreQual/Technical,.pdf,e-Document,ASSISTANT ENGINEER-II,ASSISTANT ENGINEER-II SHARDA SAHAYAK KHAND-32 AZAMGARH,559.0,Nil,Nil,No,AOC,1.0,5702412.0,Ravindra Yadav,25-Nov-2025 03:28 PM,Accepted-AOC,L1,26-Dec-2025 09:49 PM,1.0,5702412.0,Ravindra Yadav,INR,"59,778.7",Technical,Admitted,ANURUDDHA VERMA,27-Nov-2025 08:49 PM,,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",2025_UPIDC_1085715_124,02/AE-II/2025-26,Earth Work in Silt Clearance and Scraping of Sadaruddinpur Mr. from Km. 0.000 to Km. 1.000 and Chhagganpur Mr. from Km. 0.000 to Km. 1.900,A.P.V.,Internal,,ANURUDDHA VERMA,28-Nov-2025 01:10 PM,28-Nov-2025 02:00 PM,techsummary_2007225.pdf (426.80 KB),26-Dec-2025,"INR 61,000",15.0,ANURUDDHA VERMA,26-Dec-2025 09:49 PM,Accepted.pdf (20.00 KB),A.P.V,Internal,,ANURUDDHA VERMA,26-Dec-2025 09:47 PM,finsummary_2007225.pdf (19.94 KB),Finance,Admitted,ANURUDDHA VERMA,26-Dec-2025 09:05 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
